"TOA5","OwascoWinchInternet","CR1000","57852","CR1000.Std.26","CPU:Owasco.cr1","37634","PFL_Step"
"TIMESTAMP","RECORD","PFL_Counter","_CntRS232","_RS232Dpt","sensorParms(1)","sensorParms(2)","sensorParms(3)","sensorParms(4)","sensorParms(5)","sensorParms(6)","sensorParms(7)","sensorParms(8)","sensorParms(9)","sensorParms(10)"
"2021-04-18 12:16:05",21221,2,1,31.59,4.54,31.59,331.56,-3.54,0.42,102.63,13.25,0.62,5.97,11.55
"2021-04-18 12:17:29",21222,2,1,30.09,4.54,30.09,331.7,-3.45,0.44,102.69,13.26,0.64,5.97,10.74
"2021-04-18 12:18:57",21223,2,1,28.55,4.54,28.55,331.72,-3.45,0.43,102.85,13.28,0.66,5.97,10.58
"2021-04-18 12:20:25",21224,2,1,27.04,4.55,27.04,330.8,-3.45,0.48,102.92,13.29,0.65,5.97,10.69
"2021-04-18 12:21:50",21225,2,1,25.58,4.55,25.58,331.45,-3.41,0.59,102.96,13.29,0.68,5.97,11.8
"2021-04-18 12:23:19",21226,2,1,24.05,4.58,24.05,331.31,-3.49,0.49,103.03,13.29,0.64,5.97,11.89
"2021-04-18 12:24:43",21227,2,1,22.59,4.59,22.59,331.1,-3.49,0.46,103.07,13.29,0.64,5.97,10.96
"2021-04-18 12:26:07",21228,2,1,21.08,4.6,21.08,331.5,-3.47,0.64,103.15,13.3,0.69,5.97,10.9
"2021-04-18 12:27:31",21229,2,1,19.59,4.6,19.59,331.4,-3.45,0.5,103.16,13.3,0.68,5.97,10.72
"2021-04-18 12:28:55",21230,2,1,18.08,4.61,18.08,331.06,-3.44,0.51,103.24,13.31,0.66,5.97,10.86
"2021-04-18 12:30:19",21231,2,1,16.57,4.61,16.57,331.1,-3.49,0.52,103.34,13.32,0.67,5.97,11.93
"2021-04-18 12:31:43",21232,2,1,15.07,4.61,15.07,330.95,-3.43,0.5,103.44,13.33,0.68,5.97,10.67
"2021-04-18 12:33:07",21233,2,1,13.55,4.66,13.55,331.02,-3.5,0.56,103.59,13.33,0.71,5.97,10.61
"2021-04-18 12:34:31",21234,2,1,12.07,4.68,12.07,331.06,-3.48,0.66,103.77,13.35,0.71,5.97,10.59
"2021-04-18 12:35:55",21235,2,1,10.56,4.71,10.56,330.83,-3.49,0.6,103.89,13.35,0.69,5.97,10.49
"2021-04-18 12:37:19",21236,2,1,9.06,4.74,9.06,330.92,-3.46,0.79,104.1,13.37,0.73,5.97,10.55
"2021-04-18 12:38:43",21237,2,1,7.53,4.77,7.53,330.69,-3.43,0.67,104.27,13.38,0.79,5.97,11.64
"2021-04-18 12:40:06",21238,2,1,6.04,4.78,6.04,330.54,-3.46,0.52,104.42,13.4,0.73,5.97,11.47
"2021-04-18 12:41:29",21239,2,1,4.54,4.97,4.54,331.07,-3.44,0.55,105.01,13.42,0.73,5.97,11.12
"2021-04-18 12:42:52",21240,2,1,3.06,5.23,3.06,330.53,-3.44,0.48,105.43,13.37,0.68,5.97,11.98
"2021-04-18 12:44:15",21241,2,1,1.56,5.43,1.56,330.29,-3.44,0.29,106.03,13.37,0.69,5.97,11.73
"2021-04-18 12:45:28",21242,2,1,1.07,5.51,1.07,330.68,-3.44,0.27,106.19,13.37,0.66,5.97,11.25
"2021-04-19 00:01:40",21243,3,1,46.46,4.17,46.46,331.92,-3.45,0.07,100.82,13.14,0.61,5.97,10.09
"2021-04-19 00:03:09",21244,3,1,45.07,4.17,45.07,331.78,-3.45,0.06,100.91,13.16,0.57,5.97,10.01
"2021-04-19 00:04:39",21245,3,1,43.56,4.18,43.56,331.97,-3.46,0.12,101.05,13.17,0.61,5.97,10.02
"2021-04-19 00:06:09",21246,3,1,42.06,4.22,42.06,331.7,-3.51,0.19,101.7,13.24,0.64,5.97,9.97
"2021-04-19 00:07:39",21247,3,1,40.55,4.29,40.55,331.38,-3.5,0.38,102.17,13.28,0.64,5.97,9.91
"2021-04-19 00:09:08",21248,3,1,39.05,4.35,39.05,331.39,-3.51,0.23,102.13,13.25,0.63,5.97,10.07
"2021-04-19 00:10:38",21249,3,1,37.55,4.45,37.55,330.95,-3.5,0.35,102.18,13.23,0.67,5.97,10.09
"2021-04-19 00:12:08",21250,3,1,36.05,4.47,36.05,331.29,-3.47,0.4,102.24,13.22,0.64,5.97,10.03
"2021-04-19 00:13:37",21251,3,1,34.54,4.49,34.54,331.57,-3.52,0.4,102.27,13.22,0.64,5.97,10.07
"2021-04-19 00:15:06",21252,3,1,33.05,4.5,33.05,331.76,-3.45,0.49,102.38,13.23,0.65,5.97,10.09
"2021-04-19 00:16:35",21253,3,1,31.54,4.51,31.54,331.54,-3.49,0.38,102.38,13.23,0.66,5.97,10.02
"2021-04-19 00:18:04",21254,3,1,30.03,4.53,30.03,331.92,-3.49,0.51,102.47,13.23,0.69,5.97,10
"2021-04-19 00:19:33",21255,3,1,28.54,4.54,28.54,331.71,-3.45,0.5,102.53,13.24,0.67,5.97,10.06
"2021-04-19 00:21:03",21256,3,1,27.06,4.54,27.06,331.21,-3.42,0.54,102.57,13.24,0.67,5.97,10.06
"2021-04-19 00:22:33",21257,3,1,25.56,4.54,25.56,331.84,-3.5,0.54,102.73,13.26,0.68,5.97,10
"2021-04-19 00:24:03",21258,3,1,24.06,4.56,24.06,331.73,-3.48,0.65,102.92,13.28,0.68,5.97,10.1
"2021-04-19 00:25:33",21259,3,1,22.55,4.59,22.55,331.34,-3.47,0.76,103.1,13.29,0.72,5.97,10.07
"2021-04-19 00:27:02",21260,3,1,21.02,4.59,21.02,331.36,-3.44,0.76,103.13,13.3,0.71,5.97,10.03
"2021-04-19 00:28:31",21261,3,1,19.54,4.61,19.54,331.34,-3.42,0.8,103.29,13.31,0.72,5.97,10.06
"2021-04-19 00:29:59",21262,3,1,18.04,4.62,18.04,331.12,-3.47,0.91,103.38,13.32,0.77,5.97,10.04
"2021-04-19 00:31:27",21263,3,1,16.55,4.64,16.55,331.06,-3.49,0.87,103.51,13.33,0.73,5.97,9.99
"2021-04-19 00:32:55",21264,3,1,15.03,4.64,15.03,330.91,-3.46,0.82,103.46,13.32,0.79,5.97,10
"2021-04-19 00:34:23",21265,3,1,13.52,4.64,13.52,331.35,-3.51,0.8,103.47,13.33,0.76,5.97,10.06
"2021-04-19 00:35:51",21266,3,1,12.04,4.65,12.04,331.14,-3.4,0.95,103.5,13.33,0.78,5.97,10.08
"2021-04-19 00:37:20",21267,3,1,10.54,4.64,10.54,331.05,-3.5,0.74,103.51,13.33,0.73,5.97,10.03
"2021-04-19 00:38:48",21268,3,1,9.03,4.65,9.03,330.75,-3.43,0.85,103.55,13.33,0.74,5.97,9.96
"2021-04-19 00:40:12",21269,3,1,7.59,4.67,7.59,330.89,-3.47,0.89,103.62,13.34,0.76,5.97,10.09
"2021-04-19 00:41:36",21270,3,1,6.1,4.69,6.1,330.95,-3.43,0.85,103.7,13.34,0.74,5.97,10.05
"2021-04-19 00:43:04",21271,3,1,4.53,4.68,4.53,330.93,-3.48,0.78,103.83,13.35,0.73,5.97,10
"2021-04-19 00:44:28",21272,3,1,3.1,4.85,3.1,330.57,-3.42,1.4,104.6,13.4,0.88,5.97,10.01
"2021-04-19 00:45:56",21273,3,1,1.52,4.9,1.52,331.14,-3.46,1.04,104.81,13.4,0.81,5.97,9.95
"2021-04-19 00:47:13",21274,3,1,1.04,4.91,1.04,330.89,-3.44,0.99,104.7,13.39,0.8,5.97,10.05
"2021-04-19 12:01:52",21275,4,1,46.42,4.31,46.42,332.11,-3.53,0.12,101.7,13.21,0.59,5.97,11.4
"2021-04-19 12:03:19",21276,4,1,45.03,4.34,45.03,331.51,-3.5,0.15,101.67,13.19,0.59,5.97,11.61
"2021-04-19 12:04:43",21277,4,1,43.59,4.38,43.59,331.59,-3.47,0.21,101.75,13.19,0.62,5.97,11.36
"2021-04-19 12:06:07",21278,4,1,42.08,4.44,42.08,331.87,-3.51,0.2,101.98,13.2,0.63,5.97,11.85
"2021-04-19 12:07:31",21279,4,1,40.59,4.45,40.59,331.7,-3.48,0.23,102.07,13.21,0.62,5.97,12.07
"2021-04-19 12:08:55",21280,4,1,39.08,4.51,39.08,331.61,-3.48,0.34,102.35,13.22,0.62,5.97,12.12
"2021-04-19 12:10:20",21281,4,1,37.59,4.58,37.59,331.24,-3.46,0.34,102.71,13.25,0.62,5.97,11.49
"2021-04-19 12:11:44",21282,4,1,36.05,4.69,36.05,331.45,-3.47,0.64,103.37,13.29,0.71,5.97,11.14
"2021-04-19 12:13:08",21283,4,1,34.54,4.8,34.54,331.24,-3.49,0.7,103.85,13.32,0.68,5.97,12.09
"2021-04-19 12:14:31",21284,4,1,33.08,4.83,33.08,331.39,-3.44,0.86,104.1,13.34,0.76,5.97,11.12
"2021-04-19 12:15:55",21285,4,1,31.54,4.86,31.54,330.84,-3.44,0.98,104.19,13.34,0.73,5.97,12.11
"2021-04-19 12:17:18",21286,4,1,30.09,4.87,30.09,330.72,-3.48,0.97,104.3,13.35,0.72,5.97,11.99
"2021-04-19 12:18:42",21287,4,1,28.57,4.89,28.57,330.85,-3.48,1.26,104.2,13.33,0.81,5.97,11.61
"2021-04-19 12:20:10",21288,4,1,27.02,4.88,27.02,331.39,-3.46,0.86,104.19,13.33,0.7,5.97,11.56
"2021-04-19 12:21:34",21289,4,1,25.57,4.88,25.57,330.97,-3.46,1.26,104.25,13.34,0.83,5.97,11.92
"2021-04-19 12:22:58",21290,4,1,24.11,4.91,24.11,331.05,-3.49,1.15,104.29,13.34,0.82,5.97,11.42
"2021-04-19 12:24:22",21291,4,1,22.57,4.91,22.57,331.27,-3.46,1.12,104.25,13.33,0.8,5.97,11.74
"2021-04-19 12:25:46",21292,4,1,21.06,4.92,21.06,331.2,-3.42,0.92,104.33,13.34,0.71,5.97,11.35
"2021-04-19 12:27:10",21293,4,1,19.54,4.95,19.54,330.82,-3.47,0.94,104.41,13.34,0.7,5.97,11.93
"2021-04-19 12:28:33",21294,4,1,18.04,4.96,18.04,330.75,-3.45,0.99,104.52,13.35,0.72,5.97,11.75
"2021-04-19 12:29:56",21295,4,1,16.55,4.99,16.55,330.58,-3.41,0.92,104.76,13.37,0.71,5.97,11.66
"2021-04-19 12:31:19",21296,4,1,15.06,5,15.06,330.58,-3.43,1.03,104.87,13.38,0.75,5.97,11.18
"2021-04-19 12:32:42",21297,4,1,13.56,4.99,13.56,330.79,-3.42,0.96,104.85,13.38,0.75,5.97,10.9
"2021-04-19 12:34:06",21298,4,1,12.04,5.02,12.04,330.71,-3.39,1.04,104.95,13.38,0.73,5.97,11.17
"2021-04-19 12:35:29",21299,4,1,10.55,5.03,10.55,330.4,-3.41,1.03,105.1,13.4,0.73,5.97,11.49
"2021-04-19 12:36:52",21300,4,1,9.04,5.08,9.04,330.45,-3.43,0.94,105.38,13.42,0.74,5.97,11.88
"2021-04-19 12:38:15",21301,4,1,7.51,5.1,7.51,330.51,-3.47,0.8,105.5,13.43,0.73,5.97,11.73
"2021-04-19 12:39:37",21302,4,1,6.01,5.13,6.01,330.44,-3.4,0.8,105.68,13.44,0.72,5.97,11.7
"2021-04-19 12:40:59",21303,4,1,4.51,5.18,4.51,331.12,-3.42,0.77,105.96,13.46,0.78,5.97,11.38
"2021-04-19 12:42:22",21304,4,1,3.04,5.25,3.04,330.42,-3.43,0.53,106.19,13.46,0.72,5.97,11.38
"2021-04-19 12:43:45",21305,4,1,1.53,5.4,1.53,330.52,-3.47,0.08,106.47,13.45,0.65,5.97,11.23
"2021-04-19 12:44:58",21306,4,1,1.07,5.49,1.07,330.41,-3.49,0.06,106.54,13.43,0.61,5.97,11.92
"2021-04-20 00:01:39",21307,5,1,46.46,4.41,46.46,331.53,-3.51,0.14,101.99,13.21,0.58,5.97,10.19
"2021-04-20 00:03:08",21308,5,1,45.08,4.51,45.08,331.48,-3.54,0.25,102.54,13.25,0.61,5.97,10.19
"2021-04-20 00:04:38",21309,5,1,43.5,4.53,43.5,331.4,-3.48,0.23,102.69,13.26,0.58,5.97,10.11
"2021-04-20 00:06:07",21310,5,1,42.05,4.56,42.05,331.97,-3.51,0.43,102.87,13.27,0.62,5.97,10.14
"2021-04-20 00:07:36",21311,5,1,40.54,4.64,40.54,330.93,-3.49,0.41,103.23,13.29,0.64,5.97,10.08
"2021-04-20 00:09:05",21312,5,1,39.07,4.66,39.07,331.61,-3.47,0.54,103.36,13.3,0.66,5.97,10.18
"2021-04-20 00:10:35",21313,5,1,37.55,4.71,37.55,331.11,-3.48,0.72,103.56,13.31,0.65,5.97,10.09
"2021-04-20 00:12:04",21314,5,1,36.03,4.71,36.03,331.03,-3.49,0.64,103.55,13.31,0.67,5.97,10.21
"2021-04-20 00:13:32",21315,5,1,34.54,4.74,34.54,331.24,-3.5,0.59,103.73,13.32,0.69,5.97,10.19
"2021-04-20 00:15:00",21316,5,1,33.06,4.79,33.06,331.08,-3.47,0.68,103.92,13.33,0.71,5.97,10.13
"2021-04-20 00:16:29",21317,5,1,31.52,4.81,31.52,330.79,-3.47,0.76,104.02,13.34,0.69,5.97,10.1
"2021-04-20 00:17:58",21318,5,1,30.05,4.84,30.05,330.8,-3.45,0.85,104.17,13.35,0.7,5.97,10.18
"2021-04-20 00:19:27",21319,5,1,28.58,4.86,28.58,331.01,-3.47,1.08,104.19,13.34,0.77,5.97,10.13
"2021-04-20 00:20:57",21320,5,1,27.06,4.91,27.06,330.65,-3.43,2.2,104.38,13.35,0.92,5.97,10.09
"2021-04-20 00:22:27",21321,5,1,25.59,4.93,25.59,330.44,-3.44,1.23,104.47,13.35,0.75,5.97,10.21
"2021-04-20 00:23:57",21322,5,1,24.05,5,24.05,330.78,-3.41,1.48,104.77,13.37,0.91,5.97,10.17
"2021-04-20 00:25:26",21323,5,1,22.53,5.04,22.53,330.71,-3.48,1.68,104.99,13.38,0.9,5.97,10.13
"2021-04-20 00:26:55",21324,5,1,21.04,5.09,21.04,330.53,-3.45,1.77,105.07,13.37,0.92,5.97,10.2
"2021-04-20 00:28:23",21325,5,1,19.53,5.13,19.53,330.87,-3.45,1.73,105.3,13.39,0.97,5.97,10.19
"2021-04-20 00:29:51",21326,5,1,18.02,5.24,18.02,331,-3.42,1.65,106.09,13.46,0.85,5.97,10.07
"2021-04-20 00:31:19",21327,5,1,16.52,5.24,16.52,330.73,-3.38,1.97,106.29,13.48,0.95,5.97,10.17
"2021-04-20 00:32:43",21328,5,1,15.1,5.25,15.1,330.44,-3.38,2.06,106.4,13.49,1.01,5.97,10.15
"2021-04-20 00:34:12",21329,5,1,13.54,5.26,13.54,329.99,-3.4,2.23,106.63,13.51,1,5.97,10.17
"2021-04-20 00:35:40",21330,5,1,12.03,5.27,12.03,330.09,-3.4,2.54,106.8,13.53,1.14,5.97,10.1
"2021-04-20 00:37:04",21331,5,1,10.58,5.29,10.58,330.32,-3.39,2.38,106.97,13.55,1.06,5.97,10.17
"2021-04-20 00:38:28",21332,5,1,9.1,5.3,9.1,330.01,-3.4,1.75,107.19,13.57,0.89,5.97,10.17
"2021-04-20 00:39:52",21333,5,1,7.6,5.31,7.6,330.65,-3.39,2.62,107.18,13.57,1.12,5.97,10.19
"2021-04-20 00:41:20",21334,5,1,6.02,5.48,6.02,330.11,-3.38,2.69,108.36,13.66,1.07,5.97,10.1
"2021-04-20 00:42:44",21335,5,1,4.59,5.68,4.59,329.84,-3.33,2.44,108.8,13.64,1,5.97,10.12
"2021-04-20 00:44:12",21336,5,1,3.03,5.83,3.03,330.33,-3.37,2.5,109.2,13.63,1.04,5.97,10.17
"2021-04-20 00:45:40",21337,5,1,1.54,5.92,1.54,330.09,-3.38,2.07,109.29,13.62,0.9,5.97,10.07
"2021-04-20 00:46:57",21338,5,1,1.05,5.9,1.05,329.58,-3.38,2.35,109.25,13.62,0.92,5.97,10.09
"2021-04-20 12:01:36",21339,6,1,46.39,4.37,46.39,331.86,-3.49,0.05,101.36,13.15,0.59,5.97,10.59
"2021-04-20 12:03:04",21340,6,1,45.06,4.49,45.06,331.59,-3.52,0.25,102.15,13.21,0.58,5.97,10.59
"2021-04-20 12:04:33",21341,6,1,43.55,4.5,43.55,331.93,-3.5,0.26,102.49,13.24,0.58,5.97,10.54
"2021-04-20 12:06:02",21342,6,1,42.04,4.56,42.04,331.72,-3.47,0.24,102.97,13.29,0.6,5.97,10.54
"2021-04-20 12:07:31",21343,6,1,40.55,4.58,40.55,331.31,-3.5,0.34,102.99,13.28,0.59,5.97,10.58
"2021-04-20 12:09:00",21344,6,1,39.05,4.59,39.05,331.42,-3.51,0.28,103.06,13.29,0.56,5.97,10.62
"2021-04-20 12:10:29",21345,6,1,37.54,4.6,37.54,331.05,-3.5,0.46,103.15,13.29,0.63,5.97,10.63
"2021-04-20 12:11:57",21346,6,1,36.05,4.62,36.05,331.4,-3.47,0.38,103.18,13.3,0.64,5.97,10.74
"2021-04-20 12:13:25",21347,6,1,34.53,4.64,34.53,331.18,-3.51,0.51,103.27,13.3,0.65,5.97,10.75
"2021-04-20 12:14:53",21348,6,1,33.05,4.67,33.05,330.9,-3.5,0.51,103.39,13.3,0.64,5.97,10.67
"2021-04-20 12:16:21",21349,6,1,31.55,4.71,31.55,331.32,-3.48,0.5,103.56,13.31,0.66,5.97,10.57
"2021-04-20 12:17:50",21350,6,1,30.04,4.73,30.04,331.36,-3.5,0.47,103.62,13.31,0.61,5.97,10.62
"2021-04-20 12:19:18",21351,6,1,28.54,4.85,28.54,331.22,-3.52,0.67,104.19,13.34,0.68,5.97,10.56
"2021-04-20 12:20:47",21352,6,1,27.04,4.91,27.04,331.03,-3.49,0.75,104.32,13.34,0.67,5.97,10.46
"2021-04-20 12:22:16",21353,6,1,25.56,4.97,25.56,330.72,-3.45,0.79,104.52,13.35,0.66,5.97,10.48
"2021-04-20 12:23:46",21354,6,1,24.03,5.02,24.03,330.88,-3.43,1,104.72,13.35,0.73,5.97,10.52
"2021-04-20 12:25:15",21355,6,1,22.55,5.06,22.55,330.54,-3.47,0.95,104.93,13.37,0.75,5.97,10.41
"2021-04-20 12:26:43",21356,6,1,21.02,5.11,21.02,330.49,-3.44,0.96,105.15,13.38,0.71,5.97,10.48
"2021-04-20 12:28:07",21357,6,1,19.6,5.14,19.6,330.52,-3.43,1.03,105.22,13.38,0.73,5.97,10.44
"2021-04-20 12:29:36",21358,6,1,18.02,5.16,18.02,330.45,-3.47,1.09,105.31,13.38,0.76,5.97,10.47
"2021-04-20 12:31:00",21359,6,1,16.61,5.17,16.61,331.11,-3.42,1.04,105.5,13.4,0.73,5.97,10.32
"2021-04-20 12:32:25",21360,6,1,15.1,5.22,15.1,330.85,-3.43,1.01,106.13,13.46,0.73,5.97,10.42
"2021-04-20 12:33:53",21361,6,1,13.52,5.29,13.52,330.38,-3.41,1.05,106.81,13.52,0.75,5.97,10.44
"2021-04-20 12:35:21",21362,6,1,12.03,5.34,12.03,330.61,-3.41,1.51,107.32,13.57,0.79,5.97,10.3
"2021-04-20 12:36:45",21363,6,1,10.57,5.39,10.57,330.31,-3.43,1.37,107.66,13.6,0.79,5.97,10.35
"2021-04-20 12:38:09",21364,6,1,9.08,5.91,9.08,330.45,-3.35,2.32,109.89,13.69,0.98,5.97,10.35
"2021-04-20 12:39:33",21365,6,1,7.58,5.99,7.58,329.8,-3.33,2.78,110.42,13.74,1.03,5.97,10.4
"2021-04-20 12:40:57",21366,6,1,6.09,6.03,6.09,329.87,-3.28,2.83,110.59,13.75,1.01,5.97,10.41
"2021-04-20 12:42:21",21367,6,1,4.59,6.05,4.59,329.94,-3.24,2.9,110.57,13.73,1.02,5.97,10.37
"2021-04-20 12:43:45",21368,6,1,3.1,6.04,3.1,330.16,-3.28,2.73,110.57,13.74,1.09,5.97,10.37
"2021-04-20 12:45:13",21369,6,1,1.53,6.03,1.53,329.5,-3.32,3.05,110.53,13.74,1.13,5.97,10.47
"2021-04-20 12:46:30",21370,6,1,1.05,6.03,1.05,329.63,-3.3,2.61,110.47,13.73,1.06,5.97,10.52
"2021-04-21 00:01:41",21371,7,1,46.45,4.36,46.45,332.13,-3.52,0.02,101.17,13.12,0.58,5.97,10.13
"2021-04-21 00:03:10",21372,7,1,45.07,4.37,45.07,331.81,-3.51,0.08,101.1,13.11,0.62,5.97,10.14
"2021-04-21 00:04:40",21373,7,1,43.56,4.39,43.56,331.86,-3.48,0.13,101.33,13.13,0.61,5.97,10.11
"2021-04-21 00:06:10",21374,7,1,42.06,4.43,42.06,331.54,-3.49,0.2,102.06,13.21,0.61,5.97,10.09
"2021-04-21 00:07:40",21375,7,1,40.57,4.46,40.57,331.62,-3.48,0.23,102.25,13.23,0.6,5.97,10.13
"2021-04-21 00:09:10",21376,7,1,39.07,4.48,39.07,331.59,-3.45,0.24,102.3,13.23,0.64,5.97,10.09
"2021-04-21 00:10:40",21377,7,1,37.55,4.51,37.55,331.98,-3.44,0.38,102.52,13.25,0.65,5.97,10.05
"2021-04-21 00:12:09",21378,7,1,36.04,4.54,36.04,330.93,-3.44,0.31,102.66,13.26,0.61,5.97,10.15
"2021-04-21 00:13:38",21379,7,1,34.54,4.59,34.54,331.4,-3.49,0.43,102.99,13.28,0.64,5.97,10.11
"2021-04-21 00:15:07",21380,7,1,33.04,4.6,33.04,331.2,-3.5,0.46,103.07,13.29,0.65,5.97,10.08
"2021-04-21 00:16:36",21381,7,1,31.55,4.66,31.55,330.9,-3.51,0.46,103.29,13.3,0.67,5.97,10.13
"2021-04-21 00:18:06",21382,7,1,30.06,4.69,30.06,330.78,-3.48,0.51,103.47,13.31,0.66,5.97,10.11
