"","Date","Time","Temp","Depth","SpCond","BGA","Chla","DOsat","DO","Turbidity"
"2357",2022-05-19,"12:01:57",5.25,30.02,334.36,1.19,6.4,103.26,13.09,-0.36
"2358",2022-05-19,"12:01:57",5.18,31.53,334.2,1.2,1.68,103.44,13.14,-0.24
"2359",2022-05-19,"12:01:57",5.16,33.03,333.97,1.2,2.83,102.82,13.07,-0.32
"2360",2022-05-19,"12:01:57",5.08,34.53,334.7,1.12,1.23,102.44,13.04,-0.45
"2361",2022-05-19,"12:01:57",5.01,36.04,335.12,1.03,0.64,102.16,13.03,-0.35
"2362",2022-05-19,"12:01:57",4.96,37.55,335.17,1.02,1.11,101.93,13.02,-0.46
"2363",2022-05-19,"12:01:57",4.92,39.04,334.82,1.01,0.49,100.95,12.91,-0.42
"2364",2022-05-19,"12:01:57",4.87,40.54,334.87,1.15,0.61,101.59,13,-0.36
"2365",2022-05-19,"12:01:57",4.85,42.04,335.07,0.99,0.41,99.59,12.76,-0.4
"2366",2022-05-19,"12:01:57",4.83,43.54,335.58,0.97,0.31,99.3,12.73,-0.48
"2367",2022-05-19,"12:01:57",4.83,45.05,335.29,0.96,0.27,99.09,12.7,-0.4
"2368",2022-05-19,"12:01:57",4.82,46.47,335.52,0.95,0.3,98.95,12.68,-0.46
"2369",2022-05-20,"0:01:36",12.7,1.04,329,0.82,2.25,126.33,13.39,-0.32
"2370",2022-05-20,"0:01:36",12.7,1.53,328.67,0.75,2.12,126.58,13.41,-0.32
"2371",2022-05-20,"0:01:36",12.69,3.09,328.57,0.77,2.2,126.61,13.42,-0.32
"2372",2022-05-20,"0:01:36",12.66,4.52,328.23,0.78,2.14,127.56,13.54,-0.3
"2373",2022-05-20,"0:01:36",12.08,6.07,328.56,0.85,2.21,129.15,13.88,-0.29
"2374",2022-05-20,"0:01:36",11.01,7.57,328.78,1,1.89,130.44,14.38,-0.25
"2375",2022-05-20,"0:01:36",7.56,9.02,330.67,1.21,2.12,128.33,15.35,-0.19
"2376",2022-05-20,"0:01:36",6.96,10.6,331.01,1.43,3.21,125.34,15.22,-0.11
"2377",2022-05-20,"0:01:36",6.23,12.1,332.79,1.49,7.12,115.9,14.33,-0.08
"2378",2022-05-20,"0:01:36",5.96,13.53,333.76,1.38,1.84,109.89,13.68,-0.17
"2379",2022-05-20,"0:01:36",5.77,15.02,333.78,1.41,4.09,108.68,13.59,-0.19
"2380",2022-05-20,"0:01:36",5.67,16.6,333.59,1.43,3.44,108.1,13.56,-0.21
"2381",2022-05-20,"0:01:36",5.51,18.1,333.75,1.44,3.21,105.76,13.32,-0.13
"2382",2022-05-20,"0:01:36",5.44,19.53,334.56,1.33,2.8,104.89,13.23,-0.23
"2383",2022-05-20,"0:01:36",5.38,21.09,334.53,1.27,2.35,105,13.27,-0.21
"2384",2022-05-20,"0:01:36",5.33,22.55,334.31,1.21,1.74,105.12,13.3,-0.22
"2385",2022-05-20,"0:01:36",5.31,24.05,333.97,1.23,1.34,104.74,13.26,-0.24
"2386",2022-05-20,"0:01:36",5.25,25.57,334.12,1.15,1.77,104.75,13.28,-0.26
"2387",2022-05-20,"0:01:36",5.2,27.04,334.37,1.13,1.55,104.13,13.22,-0.35
"2388",2022-05-20,"0:01:36",5.14,28.54,334.4,1.19,1.91,104.1,13.23,-0.27
"2389",2022-05-20,"0:01:36",5.09,30.05,334.18,1.12,1.61,103.83,13.22,-0.27
"2390",2022-05-20,"0:01:36",5.05,31.54,334.52,1.09,1.14,103.87,13.24,-0.38
"2391",2022-05-20,"0:01:36",5.03,33.05,334.17,1.09,1.3,104.13,13.28,-0.34
"2392",2022-05-20,"0:01:36",5,34.53,333.98,1.06,1.21,103.9,13.26,-0.31
"2393",2022-05-20,"0:01:36",4.96,36.04,335.02,1.08,1.15,103.67,13.24,-0.37
"2394",2022-05-20,"0:01:36",4.93,37.54,334.38,1.06,0.95,103.34,13.21,-0.35
"2395",2022-05-20,"0:01:36",4.85,39.06,334.55,1.08,0.74,101.68,13.02,-0.3
"2396",2022-05-20,"0:01:36",4.82,40.55,335.09,1.01,0.54,100.55,12.89,-0.41
"2397",2022-05-20,"0:01:36",4.8,42.04,335.17,1.02,0.5,99.72,12.79,-0.47
"2398",2022-05-20,"0:01:36",4.8,43.54,335.4,0.99,0.32,99.57,12.77,-0.47
"2399",2022-05-20,"0:01:36",4.81,45.06,335.33,1.03,0.52,99.53,12.76,-0.51
"2400",2022-05-20,"0:01:36",4.81,46.4,335.3,0.98,0.36,99.16,12.72,-0.43
"2401",2022-05-20,"12:01:35",12.53,1.13,328.19,0.69,1.4,123.57,13.15,-0.27
"2402",2022-05-20,"12:01:35",12.52,1.62,328.02,0.68,1.41,123.58,13.15,-0.24
"2403",2022-05-20,"12:01:35",12.51,3.1,328.21,0.71,1.46,123.66,13.17,-0.28
"2404",2022-05-20,"12:01:35",12.33,4.56,328.75,0.78,1.45,123.33,13.16,-0.27
"2405",2022-05-20,"12:01:35",10.13,6.04,329.61,0.92,1.62,121.35,13.62,-0.25
"2406",2022-05-20,"12:01:35",8.72,7.6,331.01,1.05,2,120.17,13.98,-0.21
"2407",2022-05-20,"12:01:35",7.24,9.07,331.1,1.12,1.9,117.1,14.17,-0.25
"2408",2022-05-20,"12:01:35",6.17,10.52,332.76,1.25,2.21,114.75,14.21,-0.25
"2409",2022-05-20,"12:01:35",5.92,12.06,333.54,1.29,2.21,110.53,13.77,-0.25
"2410",2022-05-20,"12:01:35",5.79,13.53,333.91,1.27,2.52,109.58,13.7,-0.21
"2411",2022-05-20,"12:01:35",5.68,15.1,333.8,1.29,1.38,108.86,13.65,-0.17
"2412",2022-05-20,"12:01:35",5.59,16.6,334.13,1.29,3.02,107.93,13.56,-0.12
"2413",2022-05-20,"12:01:35",5.51,18.11,334.65,1.32,1.73,105.6,13.3,-0.22
"2414",2022-05-20,"12:01:35",5.41,19.52,334.17,1.23,2.56,105.22,13.28,-0.18
"2415",2022-05-20,"12:01:35",5.36,21.08,333.77,1.19,4,104.97,13.27,-0.17
"2416",2022-05-20,"12:01:35",5.34,22.52,334.46,1.2,1.31,104.84,13.26,-0.19
"2417",2022-05-20,"12:01:35",5.29,24.09,333.7,1.14,2.2,104.47,13.23,-0.2
"2418",2022-05-20,"12:01:35",5.23,25.53,334.21,1.16,2.17,104.6,13.27,-0.26
"2419",2022-05-20,"12:01:35",5.21,27.1,334.78,1.18,1.74,104.24,13.23,-0.14
"2420",2022-05-20,"12:01:35",5.16,28.48,334.44,1.16,1.75,104.12,13.23,-0.28
"2421",2022-05-20,"12:01:35",5.14,30.1,334.71,1.13,1.31,104.07,13.23,-0.27
"2422",2022-05-20,"12:01:35",5.09,31.58,334.77,1.11,1.26,103.8,13.21,-0.33
"2423",2022-05-20,"12:01:35",5.07,33.02,334.7,1.08,1.32,104.05,13.25,-0.31
"2424",2022-05-20,"12:01:35",4.98,34.63,334.35,1.09,1.12,103.69,13.24,-0.32
"2425",2022-05-20,"12:01:35",4.92,36.06,335.12,1.04,1.12,102.13,13.06,-0.37
"2426",2022-05-20,"12:01:35",4.85,37.5,334.74,1.04,1.07,100.4,12.86,-0.38
"2427",2022-05-20,"12:01:35",4.82,39.05,334.99,1.03,0.72,99.87,12.8,-0.45
"2428",2022-05-20,"12:01:35",4.81,40.54,335.2,0.97,0.45,99.48,12.75,-0.4
"2429",2022-05-20,"12:01:35",4.81,42.18,335.64,0.99,0.44,99.4,12.74,-0.44
"2430",2022-05-20,"12:01:35",4.81,43.55,335.1,1,0.44,99.2,12.72,-0.4
"2431",2022-05-20,"12:01:35",4.81,44.92,335.17,1,0.56,99.08,12.7,-0.42
"2432",2022-05-20,"12:01:35",4.8,46.44,335.33,0.96,0.46,98.86,12.68,-0.44
"2433",2022-05-21,"0:01:39",12.06,1.03,330.09,0.68,1.11,121.84,13.1,-0.23
"2434",2022-05-21,"0:01:39",12.04,1.59,330.33,0.65,1.07,121.76,13.09,-0.16
"2435",2022-05-21,"0:01:39",12,3.1,330.21,0.68,1.12,122.06,13.14,-0.21
"2436",2022-05-21,"0:01:39",11.73,4.6,330.32,0.73,1.21,122.51,13.28,-0.18
"2437",2022-05-21,"0:01:39",11.02,6.08,330.06,0.77,1.4,122.96,13.53,-0.34
"2438",2022-05-21,"0:01:39",10.92,7.56,330.37,0.79,1.5,123.6,13.64,-0.26
"2439",2022-05-21,"0:01:39",10.67,9.09,329.92,0.85,1.57,124.97,13.87,-0.29
"2440",2022-05-21,"0:01:39",10.58,10.49,329.44,0.84,1.5,125.52,13.97,-0.37
"2441",2022-05-21,"0:01:39",10.52,12.09,329.74,0.88,1.65,125.65,14,-0.32
"2442",2022-05-21,"0:01:39",10.17,13.52,330.35,0.96,1.77,121.69,13.67,-0.25
"2443",2022-05-21,"0:01:39",8.77,15.09,331.44,1.08,1.96,118.43,13.75,-0.24
"2444",2022-05-21,"0:01:39",7.16,16.6,332.24,1.15,1.83,114.19,13.8,-0.3
"2445",2022-05-21,"0:01:39",5.85,18.06,333.91,1.25,2.23,108.09,13.49,-0.24
"2446",2022-05-21,"0:01:39",5.7,19.53,334.29,1.24,2.3,106.79,13.38,-0.23
"2447",2022-05-21,"0:01:39",5.6,21.06,334.07,1.25,2.83,105.63,13.27,-0.22
"2448",2022-05-21,"0:01:39",5.58,22.5,333.76,1.27,3.76,105.05,13.21,-0.2
"2449",2022-05-21,"0:01:39",5.55,24.08,334.29,1.27,3.1,105.34,13.25,-0.24
"2450",2022-05-21,"0:01:39",5.42,25.54,334.61,1.29,1.67,105.05,13.26,-0.24
"2451",2022-05-21,"0:01:39",5.38,27.06,334.03,1.23,2.06,104.65,13.22,-0.19
"2452",2022-05-21,"0:01:39",5.35,28.56,334.03,1.21,1.55,104.47,13.21,-0.26
"2453",2022-05-21,"0:01:39",5.28,30.05,334.97,1.18,2.33,102.28,12.95,-0.33
"2454",2022-05-21,"0:01:39",5.21,31.5,334.27,1.14,1.92,102.65,13.03,-0.3
"2455",2022-05-21,"0:01:39",5.19,33.05,334.85,1.17,1.64,103.42,13.13,-0.27
"2456",2022-05-21,"0:01:39",5.18,34.55,334.36,1.09,1.25,102.49,13.02,-0.37
"2457",2022-05-21,"0:01:39",5.14,36.08,334.65,1.1,1.38,102.34,13.01,-0.39
"2458",2022-05-21,"0:01:39",5.12,37.57,335.08,1.13,1.05,102.04,12.98,-0.37
"2459",2022-05-21,"0:01:39",5.09,39.06,334.8,1.09,1.41,101.92,12.97,-0.39
"2460",2022-05-21,"0:01:39",4.99,40.56,334.95,1.05,0.92,103.01,13.14,-0.4
"2461",2022-05-21,"0:01:39",4.93,42.04,335.29,1.03,0.8,102.66,13.12,-0.34
"2462",2022-05-21,"0:01:39",4.86,43.54,335.09,1.06,0.82,100.82,12.91,-0.45
"2463",2022-05-21,"0:01:39",4.84,45.06,335.24,1.02,0.48,99.96,12.81,-0.44
"2464",2022-05-21,"0:01:39",4.81,46.42,335.6,0.98,0.29,99.28,12.73,-0.44
"2465",2022-05-21,"12:01:33",12.93,1.09,329.66,0.58,0.44,122.63,12.9,-0.4
"2466",2022-05-21,"12:01:33",12.79,1.57,329.18,0.62,0.52,122.48,12.95,-0.34
"2467",2022-05-21,"12:01:33",11.94,3.03,329.57,0.65,0.61,122.47,13.21,-0.28
"2468",2022-05-21,"12:01:33",11.81,4.53,329.38,0.64,0.75,122.49,13.25,-0.3
"2469",2022-05-21,"12:01:33",11.57,5.98,330.04,0.71,1,122.91,13.36,-0.3
"2470",2022-05-21,"12:01:33",11.38,7.51,330.28,0.73,1.03,121.72,13.29,-0.3
"2471",2022-05-21,"12:01:33",11.01,8.99,330.9,0.74,1.09,122.23,13.47,-0.23
"2472",2022-05-21,"12:01:33",10.88,10.52,330.38,0.78,1.22,122.33,13.52,-0.2
"2473",2022-05-21,"12:01:33",10.3,12.03,330.28,0.88,1.44,120.74,13.52,-0.38
"2474",2022-05-21,"12:01:33",8.67,13.52,330.79,1.04,1.55,118.56,13.81,-0.29
"2475",2022-05-21,"12:01:33",6.76,15,332.25,1.09,1.57,114.83,14.01,-0.27
"2476",2022-05-21,"12:01:33",5.87,16.53,334.3,1.12,1.44,105.45,13.16,-0.36
"2477",2022-05-21,"12:01:33",5.54,18.02,333.84,1.16,1.5,104.39,13.14,-0.28
"2478",2022-05-21,"12:01:33",5.46,19.55,333.98,1.13,1.62,103.53,13.06,-0.3
"2479",2022-05-21,"12:01:33",5.39,21.05,334.56,1.14,1.55,102.38,12.93,-0.34
"2480",2022-05-21,"12:01:33",5.35,22.59,334.82,1.1,1.72,102.52,12.96,-0.36
"2481",2022-05-21,"12:01:33",5.27,24.1,334.23,1.16,1.24,104.65,13.26,-0.32
"2482",2022-05-21,"12:01:33",5.25,25.6,334.82,1.2,1.4,104.41,13.23,-0.32
"2483",2022-05-21,"12:01:33",5.24,27.02,334.28,1.14,1.76,104.3,13.22,-0.28
"2484",2022-05-21,"12:01:33",5.19,28.59,334.56,1.15,1.52,104.06,13.21,-0.17
"2485",2022-05-21,"12:01:33",5.15,30.11,334.2,1.17,1.66,103.95,13.21,-0.3
"2486",2022-05-21,"12:01:33",5.13,31.52,334.35,1.15,1.31,103.88,13.21,-0.29
"2487",2022-05-21,"12:01:33",5.1,33.07,334.84,1.09,1.09,103.68,13.2,-0.31
"2488",2022-05-21,"12:01:33",5.03,34.55,334.69,1.08,1.04,103.36,13.18,-0.27
"2489",2022-05-21,"12:01:33",4.97,36.06,334.53,1.08,1.16,103.45,13.21,-0.23
"2490",2022-05-21,"12:01:33",4.92,37.56,334.82,1.1,1.14,102.08,13.05,-0.27
"2491",2022-05-21,"12:01:33",4.82,39.1,335.43,1.03,0.61,99.57,12.76,-0.44
"2492",2022-05-21,"12:01:33",4.8,40.57,335.06,1.02,0.52,98.62,12.65,-0.49
"2493",2022-05-21,"12:01:33",4.8,42.08,335.32,0.98,0.39,98.51,12.63,-0.5
"2494",2022-05-21,"12:01:33",4.8,43.59,335.46,0.98,0.28,98.51,12.63,-0.45
"2495",2022-05-21,"12:01:33",4.8,45.1,335.69,0.97,0.28,98.3,12.61,-0.5
"2496",2022-05-21,"12:01:33",4.8,46.42,335.81,0.95,0.57,98.17,12.59,-0.51
"2497",2022-05-22,"0:01:38",13.95,1.04,329.17,0.61,1.46,123.81,12.76,-0.42
"2498",2022-05-22,"0:01:38",13.2,1.6,329.36,0.68,1.38,123.3,12.96,-0.35
"2499",2022-05-22,"0:01:38",12.17,3.08,328.76,0.76,1.83,123.87,13.29,-0.33
"2500",2022-05-22,"0:01:38",11.96,4.55,329.11,0.72,1.78,122.89,13.24,-0.33
"2501",2022-05-22,"0:01:38",11.68,6.05,329.42,0.76,1.65,123.33,13.38,-0.35
"2502",2022-05-22,"0:01:38",11.42,7.57,329.4,0.88,1.91,123.67,13.49,-0.28
"2503",2022-05-22,"0:01:38",10.59,9.07,326.45,1,1.86,124.24,13.82,-0.25
"2504",2022-05-22,"0:01:38",8.92,10.59,323.36,1.16,1.8,115.16,13.33,-0.25
"2505",2022-05-22,"0:01:38",6.17,12.09,333.61,1.2,1.53,108.54,13.44,-0.23
"2506",2022-05-22,"0:01:38",5.84,13.53,333.72,1.25,1.77,109.95,13.73,-0.29
"2507",2022-05-22,"0:01:38",5.63,15.09,334.4,1.36,1.63,105.55,13.25,-0.27
"2508",2022-05-22,"0:01:38",5.55,16.59,334.31,1.23,1.92,104.82,13.19,-0.17
"2509",2022-05-22,"0:01:38",5.5,18.1,334.08,1.31,1.79,104.66,13.18,-0.16
"2510",2022-05-22,"0:01:38",5.37,19.6,334.13,1.2,1.31,104.29,13.18,-0.26
"2511",2022-05-22,"0:01:38",5.35,21.04,334.39,1.2,1.73,104.14,13.17,-0.3
"2512",2022-05-22,"0:01:38",5.34,22.6,334.08,1.23,1.61,104.07,13.16,-0.24
"2513",2022-05-22,"0:01:38",5.33,24.09,334.01,1.13,1.39,104.03,13.16,-0.21
"2514",2022-05-22,"0:01:38",5.29,25.54,334.44,1.12,1.51,103.86,13.15,-0.28
"2515",2022-05-22,"0:01:38",5.19,27.05,334.67,1.17,1.3,103.06,13.09,-0.19
"2516",2022-05-22,"0:01:38",5.16,28.56,334.43,1.18,1.81,102.99,13.08,-0.23
"2517",2022-05-22,"0:01:38",5.08,30.04,334.94,1.09,0.81,102.42,13.04,-0.39
"2518",2022-05-22,"0:01:38",5.02,31.55,334.56,1.15,1.02,101.74,12.97,-0.33
"2519",2022-05-22,"0:01:38",5.01,33.03,334.71,1.06,0.81,101.64,12.97,-0.44
"2520",2022-05-22,"0:01:38",4.98,34.53,335.34,1.05,0.6,101.35,12.94,-0.47
"2521",2022-05-22,"0:01:38",4.93,36.03,335.01,1,0.49,100.96,12.9,-0.52
"2522",2022-05-22,"0:01:38",4.91,37.55,335.35,1.02,0.72,101.41,12.97,-0.42
"2523",2022-05-22,"0:01:38",4.9,39.05,334.87,1.17,0.71,101.49,12.98,-0.48
"2524",2022-05-22,"0:01:38",4.89,40.54,334.92,1,0.52,101.24,12.95,-0.48
"2525",2022-05-22,"0:01:38",4.86,42.03,334.84,1,0.53,101.01,12.93,-0.36
"2526",2022-05-22,"0:01:38",4.85,43.53,335.03,0.98,0.52,100.26,12.84,-0.46
"2527",2022-05-22,"0:01:38",4.86,45.06,335.31,0.98,0.35,100.07,12.82,-0.5
"2528",2022-05-22,"0:01:38",4.85,46.47,335.41,1,0.57,100.04,12.81,-0.51
"2529",2022-05-22,"12:01:34",14.55,1.1,329.89,0.46,0.79,122.32,12.45,-0.45
"2530",2022-05-22,"12:01:34",14.33,1.59,329.55,0.54,0.88,122.55,12.53,-0.43
"2531",2022-05-22,"12:01:34",14.11,3.02,329.64,0.56,0.95,121.94,12.52,-0.35
"2532",2022-05-22,"12:01:34",12.94,4.56,330.05,0.6,0.89,121.48,12.79,-0.3
"2533",2022-05-22,"12:01:34",12.16,6.06,329.86,0.69,1,122.33,13.13,-0.26
"2534",2022-05-22,"12:01:34",10.79,7.56,329.64,0.75,1.22,122.16,13.52,-0.25
"2535",2022-05-22,"12:01:34",10.56,9.05,330.21,0.8,1.22,121.86,13.56,-0.3
"2536",2022-05-22,"12:01:34",9.58,10.54,330.67,0.93,1.28,120.28,13.71,-0.28
"2537",2022-05-22,"12:01:34",7.55,12.1,332.02,1.06,1.23,115.56,13.85,-0.26
"2538",2022-05-22,"12:01:34",6.3,13.56,332.59,1.11,1.52,111.4,13.75,-0.34
"2539",2022-05-22,"12:01:34",5.77,15.05,333.81,1.15,1.8,107.81,13.49,-0.24
"2540",2022-05-22,"12:01:34",5.66,16.58,333.97,1.16,1.51,106.44,13.35,-0.1
"2541",2022-05-22,"12:01:34",5.57,18.06,333.65,1.16,1.06,105.61,13.28,-0.21
"2542",2022-05-22,"12:01:34",5.53,19.55,334.35,1.21,1.26,105.25,13.25,-0.27
"2543",2022-05-22,"12:01:34",5.47,21.07,334.39,1.14,1.43,104.78,13.21,-0.3
"2544",2022-05-22,"12:01:34",5.4,22.59,334.01,1.19,1.85,104.25,13.17,-0.27
"2545",2022-05-22,"12:01:34",5.35,24,334.32,1.23,1.77,104.12,13.17,-0.32
"2546",2022-05-22,"12:01:34",5.33,25.55,334.79,1.14,7.15,103.89,13.14,-0.37
"2547",2022-05-22,"12:01:34",5.3,27.05,334.66,1.13,1.43,103.8,13.14,-0.26
"2548",2022-05-22,"12:01:34",5.22,28.6,334.53,1.19,1.74,103.55,13.14,-0.21
"2549",2022-05-22,"12:01:34",5.2,30.03,334.93,1.12,1.18,103.43,13.13,-0.35
"2550",2022-05-22,"12:01:34",5.14,31.58,334.32,1.07,1.3,103.2,13.12,-0.34
"2551",2022-05-22,"12:01:34",5.07,33.09,334.33,1.08,1.11,103.1,13.13,-0.3
"2552",2022-05-22,"12:01:34",5.05,34.6,334.63,1.15,1.23,103.22,13.15,-0.41
"2553",2022-05-22,"12:01:34",5.02,36.09,334.46,1.07,1.08,103.18,13.16,-0.35
"2554",2022-05-22,"12:01:34",5,37.59,334.69,1.07,0.73,102.06,13.02,-0.4
"2555",2022-05-22,"12:01:34",4.99,39.1,334.9,1.01,0.69,101.9,13,-0.41
"2556",2022-05-22,"12:01:34",4.96,40.53,335.41,1.01,0.7,101.46,12.96,-0.41
"2557",2022-05-22,"12:01:34",4.95,42.09,334.68,1,0.5,101.35,12.94,-0.36
"2558",2022-05-22,"12:01:34",4.94,43.52,334.57,1.01,1.12,101.35,12.95,-0.48
"2559",2022-05-22,"12:01:34",4.95,45.03,335.14,1,0.51,101.31,12.94,-0.5
"2560",2022-05-22,"12:01:34",4.94,46.48,334.9,1.07,0.47,101.2,12.93,-0.47
"2561",2022-05-23,"0:01:38",13.85,1.04,329.84,0.54,1.27,119.51,12.34,-0.41
"2562",2022-05-23,"0:01:38",13.86,1.53,329.45,0.57,1.44,119.58,12.36,-0.44
"2563",2022-05-23,"0:01:38",13.59,3.02,329.9,0.63,1.42,119.81,12.45,-0.39
"2564",2022-05-23,"0:01:38",12.9,4.58,329.14,0.69,1.48,122.21,12.91,-0.35
"2565",2022-05-23,"0:01:38",11.84,6.08,328.72,0.82,1.92,123.5,13.31,-0.36
"2566",2022-05-23,"0:01:38",10.96,7.58,330.41,0.74,1.07,121.97,13.44,-0.39
"2567",2022-05-23,"0:01:38",10.36,9.1,330.8,0.87,1.35,122.59,13.71,-0.33
"2568",2022-05-23,"0:01:38",9.32,10.59,330.88,0.95,1.33,121.62,13.94,-0.32
"2569",2022-05-23,"0:01:38",8.58,12.02,331.73,1,1.32,120.05,14.01,-0.33
"2570",2022-05-23,"0:01:38",7.56,13.54,331.09,1.1,1.6,117.03,14,-0.31
"2571",2022-05-23,"0:01:38",6.79,15.1,332.87,1.17,1.61,114.61,13.97,-0.33
"2572",2022-05-23,"0:01:38",6.27,16.53,333.13,1.18,1.59,111.76,13.8,-0.24
"2573",2022-05-23,"0:01:38",6.03,18.03,333.18,1.19,1.52,110,13.67,-0.29
"2574",2022-05-23,"0:01:38",5.8,19.58,333.24,1.19,1.5,107.19,13.4,-0.26
"2575",2022-05-23,"0:01:38",5.63,21.1,333.56,1.21,1.69,105.52,13.25,-0.28
"2576",2022-05-23,"0:01:38",5.5,22.6,333.84,1.15,1.65,104.99,13.23,-0.31
"2577",2022-05-23,"0:01:38",5.45,24.03,334.15,1.22,1.5,104.71,13.21,-0.2
"2578",2022-05-23,"0:01:38",5.36,25.55,334.17,1.16,1.5,104.12,13.16,-0.33
"2579",2022-05-23,"0:01:38",5.3,27.06,334.56,1.09,1.59,103.68,13.12,-0.22
"2580",2022-05-23,"0:01:38",5.19,28.54,334.68,1.05,0.98,102.98,13.07,-0.39
"2581",2022-05-23,"0:01:38",5.14,30.04,334.59,1.08,0.94,102.53,13.04,-0.2
"2582",2022-05-23,"0:01:38",5.12,31.54,334.39,1.06,1.02,102.69,13.06,-0.38
"2583",2022-05-23,"0:01:38",5.08,33.06,334.57,1.04,0.91,103.11,13.13,-0.43
"2584",2022-05-23,"0:01:38",5.07,34.55,334.86,1.15,1.12,103.65,13.2,-0.32
"2585",2022-05-23,"0:01:38",5.04,36.05,334.99,1.06,1.24,103.65,13.21,-0.38
"2586",2022-05-23,"0:01:38",5.03,37.53,334.68,1.05,1.26,103.77,13.23,-0.4
"2587",2022-05-23,"0:01:38",5.02,39.04,334.49,1.02,0.92,103.77,13.23,-0.46
"2588",2022-05-23,"0:01:38",5,40.56,334.76,1.05,0.98,103.59,13.22,-0.36
"2589",2022-05-23,"0:01:38",4.98,42.04,334.61,1.04,0.96,103.12,13.16,-0.39
"2590",2022-05-23,"0:01:38",4.94,43.55,334.54,1.07,0.83,102.13,13.05,-0.39
"2591",2022-05-23,"0:01:38",4.86,45.07,335.19,0.97,0.38,99.81,12.78,-0.49
"2592",2022-05-23,"0:01:38",4.83,46.46,335.47,1.03,0.53,99.12,12.7,-0.43
"2593",2022-05-23,"12:01:34",13.86,1.09,328.99,0.51,0.83,120.51,12.45,-0.43
"2594",2022-05-23,"12:01:34",13.71,1.55,329.29,0.59,0.96,120.65,12.5,-0.42
"2595",2022-05-23,"12:01:34",13.07,3.04,329.08,0.65,1.23,121.2,12.74,-0.46
"2596",2022-05-23,"12:01:34",12.64,4.56,329.69,0.65,1.17,120.38,12.77,-0.36
"2597",2022-05-23,"12:01:34",11.99,6.06,330.28,0.7,1.14,121.27,13.06,-0.37
"2598",2022-05-23,"12:01:34",11.76,7.55,329.86,0.7,1.29,122.16,13.22,-0.36
"2599",2022-05-23,"12:01:34",10.58,9.06,330.34,0.79,1.04,122.46,13.63,-0.28
"2600",2022-05-23,"12:01:34",9.9,10.55,330.1,0.83,0.99,121.77,13.78,-0.35
"2601",2022-05-23,"12:01:34",8.69,12.07,331.54,0.87,0.75,118.41,13.78,-0.4
"2602",2022-05-23,"12:01:34",7.63,13.58,331.82,0.96,0.76,116.1,13.94,-0.39
"2603",2022-05-23,"12:01:34",6.84,15.1,333.02,1.04,1.23,113.75,13.85,-0.34
"2604",2022-05-23,"12:01:34",6.83,16.55,334.07,1.07,1.23,113.45,13.82,-0.35
"2605",2022-05-23,"12:01:34",6.64,18.05,333.35,1.05,1,112.28,13.75,-0.3
"2606",2022-05-23,"12:01:34",5.93,19.55,333.84,1.12,0.92,107.59,13.4,-0.33
"2607",2022-05-23,"12:01:34",5.59,21.05,334.63,1.14,1.41,105.03,13.2,-0.31
"2608",2022-05-23,"12:01:34",5.5,22.55,333.98,1.14,1.55,104.54,13.17,-0.31
"2609",2022-05-23,"12:01:34",5.38,24.07,334.81,1.11,1.68,104.25,13.17,-0.3
"2610",2022-05-23,"12:01:34",5.31,25.57,334.41,1.17,1.47,104.11,13.18,-0.37
"2611",2022-05-23,"12:01:34",5.26,27.05,334.8,1.15,1.83,104.06,13.18,-0.32
"2612",2022-05-23,"12:01:34",5.23,28.52,334.32,1.16,1.66,103.86,13.17,-0.31
"2613",2022-05-23,"12:01:34",5.18,30.03,334.34,1.08,1.28,103.62,13.16,-0.26
"2614",2022-05-23,"12:01:34",5.17,31.58,335.17,1.12,1.42,103.51,13.15,-0.32
"2615",2022-05-23,"12:01:34",5.16,33.09,334.84,1.09,1.41,103.36,13.13,-0.36
"2616",2022-05-23,"12:01:34",5.13,34.59,334.66,1.06,1,103.09,13.11,-0.24
"2617",2022-05-23,"12:01:34",5.11,36.1,334.58,1.06,0.93,102.88,13.09,-0.4
"2618",2022-05-23,"12:01:34",5.06,37.6,334.95,1.07,1.27,102.78,13.09,-0.36
"2619",2022-05-23,"12:01:34",5.06,39.07,334.54,1.1,1.24,102.9,13.11,-0.36
"2620",2022-05-23,"12:01:34",5.02,40.56,334.51,1.04,0.91,102.2,13.04,-0.32
"2621",2022-05-23,"12:01:34",5,42.03,334.74,1.05,0.98,101.85,13,-0.49
"2622",2022-05-23,"12:01:34",4.94,43.53,334.79,1,0.65,101.12,12.92,-0.47
"2623",2022-05-23,"12:01:34",4.91,45.03,335.12,0.98,0.6,100.93,12.91,-0.39
"2624",2022-05-23,"12:01:34",4.85,46.47,335.18,0.97,0.69,99.15,12.7,-0.46
"2625",2022-05-24,"0:01:39",13.04,1.03,329.49,0.61,1.25,120.37,12.66,-0.42
"2626",2022-05-24,"0:01:39",12.99,1.53,330.04,0.63,1.31,120.43,12.68,-0.24
"2627",2022-05-24,"0:01:39",13,3.02,329.37,0.7,1.74,120.31,12.67,-0.42
"2628",2022-05-24,"0:01:39",12.83,4.52,329.78,0.68,1.48,120.76,12.76,-0.44
"2629",2022-05-24,"0:01:39",12.7,6.1,330.44,0.66,1.32,120.62,12.79,-0.39
"2630",2022-05-24,"0:01:39",12.54,7.57,329.82,0.7,1.29,120.65,12.83,-0.34
