"TOA5","OwascoMetInternet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","22473","WindCorrected"
"TIMESTAMP","RECORD","W_DirCorr","W_SpdRaw_WVc"
"2023-05-03 03:35:30",80069,149.5,1.199
"2023-05-03 04:05:30",80070,137,2.081
"2023-05-03 04:35:30",80071,151.7,1.992
"2023-05-03 05:05:30",80072,136.5,1.308
"2023-05-03 05:35:30",80073,152.5,1.46
"2023-05-03 06:05:30",80074,235.3,1.754
"2023-05-03 06:35:30",80075,268.4,0.831
"2023-05-03 07:05:30",80076,232.2,1.097
"2023-05-03 07:35:30",80077,245.5,1.59
"2023-05-03 08:05:30",80078,290,1.923
"2023-05-03 08:35:30",80079,286.5,1.538
"2023-05-03 09:05:30",80080,304.1,1.578
"2023-05-03 09:35:30",80081,295,1.625
"2023-05-03 10:05:30",80082,312.5,2.164
"2023-05-03 10:35:30",80083,329.1,1.976
"2023-05-03 11:05:30",80084,310.7,1.639
"2023-05-03 11:35:30",80085,338.2,1.739
"2023-05-03 12:05:30",80086,329.5,1.771
"2023-05-03 12:35:30",80087,342.4,2.176
"2023-05-03 13:05:30",80088,342.3,3.032
"2023-05-03 13:35:30",80089,344.2,3.084
"2023-05-03 14:05:30",80090,346.8,3.551
"2023-05-03 14:35:30",80091,342.6,4.016
"2023-05-03 15:05:30",80092,338.9,4.405
"2023-05-03 15:35:30",80093,340.4,5.007
"2023-05-03 16:05:30",80094,342.4,4.881
"2023-05-03 16:35:30",80095,340.6,5.689
"2023-05-03 17:05:30",80096,351.4,5.448
"2023-05-03 17:35:30",80097,331.8,5.358
"2023-05-03 18:05:30",80098,341.5,5.079
"2023-05-03 18:35:30",80099,341.9,4.832
"2023-05-03 19:05:30",80100,334.6,5.462
"2023-05-03 19:35:30",80101,331.7,3.902
"2023-05-03 20:05:30",80102,358.2,3.667
"2023-05-03 20:35:30",80103,338.1,3.994
"2023-05-03 21:05:30",80104,307.1,3.296
"2023-05-03 21:35:30",80105,307.9,2.897
"2023-05-03 22:05:30",80106,311.8,2.595
"2023-05-03 22:35:30",80107,323.4,2.61
"2023-05-03 23:05:30",80108,309.2,2.261
"2023-05-03 23:35:30",80109,321.5,2.08
"2023-05-04 00:05:30",80110,292.3,2.014
"2023-05-04 00:35:30",80111,323.5,2.038
"2023-05-04 01:05:30",80112,302.5,1.231
"2023-05-04 01:35:30",80113,348.8,1.001
"2023-05-04 02:05:30",80114,305.3,0.823
"2023-05-04 02:35:30",80115,294.9,1.312
"2023-05-04 03:05:30",80116,304.4,1.92
"2023-05-04 03:35:30",80117,297.7,1.828
"2023-05-04 04:05:30",80118,317.8,1.466
"2023-05-04 04:35:30",80119,320.6,2.579
"2023-05-04 05:05:30",80120,354.3,3.055
"2023-05-04 05:35:30",80121,12.23,1.705
"2023-05-04 06:05:30",80122,38.49,0.919
"2023-05-04 06:35:30",80123,336.8,1.125
"2023-05-04 07:05:30",80124,304.3,1.562
"2023-05-04 07:35:30",80125,294.2,1.639
"2023-05-04 08:05:30",80126,329.9,1.583
"2023-05-04 08:35:30",80127,351.1,1.873
"2023-05-04 09:05:30",80128,335.4,2.439
"2023-05-04 09:35:30",80129,356.6,2.332
"2023-05-04 10:05:30",80130,344.2,1.856
"2023-05-04 10:35:30",80131,8.25,1.431
"2023-05-04 11:05:30",80132,9.32,1.86
"2023-05-04 11:35:30",80133,354.8,2.063
"2023-05-04 12:05:30",80134,356.6,1.418
"2023-05-04 12:35:30",80135,358.6,0.965
"2023-05-04 13:05:30",80136,64.88,1.2
"2023-05-04 13:35:30",80137,336.2,0.747
"2023-05-04 14:05:30",80138,336.8,4.431
"2023-05-04 14:35:30",80139,320.9,5.34
"2023-05-04 15:05:30",80140,326,4.764
"2023-05-04 15:35:30",80141,339.6,5.651
"2023-05-04 16:05:30",80142,325,5.709
"2023-05-04 16:35:30",80143,342.1,6.168
"2023-05-04 17:05:30",80144,331.9,6.54
"2023-05-04 17:35:30",80145,327.9,6.479
"2023-05-04 18:05:30",80146,327.4,5.875
"2023-05-04 18:35:30",80147,328.9,4.016
"2023-05-04 19:05:30",80148,312.9,4.472
"2023-05-04 19:35:30",80149,339.5,4.634
"2023-05-04 20:05:30",80150,321.2,3.837
"2023-05-04 20:35:30",80151,313.6,3.408
"2023-05-04 21:05:30",80152,307.5,2.876
"2023-05-04 21:35:30",80153,289.7,1.76
"2023-05-04 22:05:30",80154,279.3,2.165
"2023-05-04 22:35:30",80155,284.4,2.631
"2023-05-04 23:05:30",80156,287.1,1.823
"2023-05-04 23:35:30",80157,289.2,1.992
"2023-05-05 00:05:30",80158,283.3,2.746
"2023-05-05 00:35:30",80159,285.4,2.285
"2023-05-05 01:05:30",80160,276.4,1.74
"2023-05-05 01:35:30",80161,294.4,1.717
"2023-05-05 02:05:30",80162,293.5,0.763
"2023-05-05 02:35:30",80163,303,0.726
"2023-05-05 03:05:30",80164,307.9,0.815
"2023-05-05 03:35:30",80165,319.5,1.18
"2023-05-05 04:05:30",80166,299,1.062
"2023-05-05 04:35:30",80167,281,1.541
"2023-05-05 05:05:30",80168,285.2,1.947
"2023-05-05 05:35:30",80169,277.7,1.295
"2023-05-05 06:05:30",80170,278.4,1.122
"2023-05-05 06:35:30",80171,256.7,0.916
"2023-05-05 07:05:30",80172,274.7,1.154
"2023-05-05 07:35:30",80173,336.5,0.885
"2023-05-05 08:05:30",80174,355.3,1.569
"2023-05-05 08:35:30",80175,7.484,1.47
"2023-05-05 09:05:30",80176,23.53,0.872
"2023-05-05 09:35:30",80177,33.02,0.772
"2023-05-05 10:05:30",80178,52.86,0.898
"2023-05-05 10:35:30",80179,49.18,0.97
"2023-05-05 11:05:30",80180,24.47,1.524
"2023-05-05 11:35:30",80181,0.022,1.409
"2023-05-05 12:05:30",80182,32.21,1.365
"2023-05-05 12:35:30",80183,59.48,1.214
"2023-05-05 13:05:30",80184,34.04,1.212
"2023-05-05 13:35:30",80185,3.767,0.669
"2023-05-05 14:05:30",80186,353.7,0.879
"2023-05-05 14:35:30",80187,27.43,0.842
"2023-05-05 15:05:30",80188,49.51,0.827
"2023-05-05 15:35:30",80189,0.934,1.73
"2023-05-05 16:05:30",80190,348.4,1.687
"2023-05-05 16:35:30",80191,349.5,2.032
"2023-05-05 17:05:30",80192,321.2,2.747
"2023-05-05 17:35:30",80193,352.8,2.347
"2023-05-05 18:05:30",80194,3.108,3.153
"2023-05-05 18:35:30",80195,323,1.728
"2023-05-05 19:05:30",80196,359.7,2.688
"2023-05-05 19:35:30",80197,309,2.04
"2023-05-05 20:05:30",80198,355.3,1.409
"2023-05-05 20:35:30",80199,2.107,2.094
"2023-05-05 21:05:30",80200,350.5,1.07
"2023-05-05 21:35:30",80201,92.5,1.082
"2023-05-05 22:05:30",80202,206.9,1.139
"2023-05-05 22:35:30",80203,181.8,1.066
"2023-05-05 23:05:30",80204,153.5,0.892
"2023-05-05 23:35:30",80205,136.5,0.724
"2023-05-06 00:05:30",80206,118.8,0.584
"2023-05-06 00:35:30",80207,166.4,2.141
"2023-05-06 01:05:30",80208,168.6,1.728
"2023-05-06 01:35:30",80209,154.8,2.232
"2023-05-06 02:05:30",80210,147.1,1.527
"2023-05-06 02:35:30",80211,160.6,3.371
"2023-05-06 03:05:30",80212,176.3,2.835
"2023-05-06 03:35:30",80213,154.4,0.735
"2023-05-06 04:05:30",80214,169.7,2.268
"2023-05-06 04:35:30",80215,156,2.54
"2023-05-06 05:05:30",80216,163.6,4.433
"2023-05-06 05:35:30",80217,167.5,4.347
"2023-05-06 06:05:30",80218,164,4.147
"2023-05-06 06:35:30",80219,160.8,3.713
"2023-05-06 07:05:30",80220,174.7,3.784
"2023-05-06 07:35:30",80221,164.1,3.448
"2023-05-06 08:05:30",80222,166.2,3.899
"2023-05-06 08:35:30",80223,160.6,3.116
"2023-05-06 09:05:30",80224,159.1,2.13
"2023-05-06 09:35:30",80225,123,0.591
"2023-05-06 10:05:30",80226,1.083,1.123
"2023-05-06 10:35:30",80227,26.22,1.563
"2023-05-06 11:05:30",80228,28.08,1.889
"2023-05-06 11:35:30",80229,25.51,1.726
"2023-05-06 12:05:30",80230,23.84,0.544
"2023-05-06 12:35:30",80231,7.962,0.023
"2023-05-06 13:05:30",80232,336.3,1.355
"2023-05-06 13:35:30",80233,304.2,0.07
"2023-05-06 14:05:30",80234,304.3,0.671
"2023-05-06 14:35:30",80235,339.6,1.265
"2023-05-06 15:05:30",80236,359.1,2.154
"2023-05-06 15:35:30",80237,347.9,4.032
"2023-05-06 16:05:30",80238,353.9,3.213
"2023-05-06 16:35:30",80239,350.4,3.44
"2023-05-06 17:05:30",80240,356,3.644
"2023-05-06 17:35:30",80241,350.6,3.01
"2023-05-06 18:05:30",80242,337.2,2.364
"2023-05-06 18:35:30",80243,333.5,1.871
"2023-05-06 19:05:30",80244,266,1.44
"2023-05-06 19:35:30",80245,268.1,1.789
"2023-05-06 20:05:30",80246,153,0.545
"2023-05-06 20:35:30",80247,119,0.816
"2023-05-06 21:05:30",80248,170.4,1.253
"2023-05-06 21:35:30",80249,160.5,1.675
"2023-05-06 22:05:30",80250,146.4,2.331
"2023-05-06 22:35:30",80251,170.7,2.853
"2023-05-06 23:05:30",80252,169.3,3.831
"2023-05-06 23:35:30",80253,164.8,4.136
"2023-05-07 00:05:30",80254,164.1,4.149
"2023-05-07 00:35:30",80255,167.4,4.745
"2023-05-07 01:05:30",80256,167.5,4.828
"2023-05-07 01:35:30",80257,164.8,4.508
"2023-05-07 02:05:30",80258,170,4.713
"2023-05-07 02:35:30",80259,162,4.433
"2023-05-07 03:05:30",80260,169.2,5.103
"2023-05-07 03:35:30",80261,169.2,5.13
"2023-05-07 04:05:30",80262,170.7,5.573
"2023-05-07 04:35:30",80263,167.9,6.059
"2023-05-07 05:05:30",80264,168.4,6.177
"2023-05-07 05:35:30",80265,162.3,5.8
"2023-05-07 06:05:30",80266,161.4,5.617
"2023-05-07 06:35:30",80267,162.9,5.237
"2023-05-07 07:05:30",80268,167.1,5.227
"2023-05-07 07:35:30",80269,158.8,6.284
"2023-05-07 08:05:30",80270,162.1,5.795
"2023-05-07 08:35:30",80271,158.7,5.41
"2023-05-07 09:05:30",80272,175.7,4.6
"2023-05-07 09:35:30",80273,174.8,3.498
"2023-05-07 10:05:30",80274,185.3,1.711
"2023-05-07 10:35:30",80275,181,1.496
"2023-05-07 11:05:30",80276,228,0.116
"2023-05-07 11:35:30",80277,273.6,0.741
"2023-05-07 12:05:30",80278,115.9,0.174
"2023-05-07 12:35:30",80279,135.4,1.434
"2023-05-07 13:05:30",80280,139.5,0.806
"2023-05-07 13:35:30",80281,70.09,0.954
"2023-05-07 14:05:30",80282,110.7,1.505
"2023-05-07 14:35:30",80283,137.6,0.16
"2023-05-07 15:05:30",80284,3.655,1.157
"2023-05-07 15:35:30",80285,352.4,2.354
"2023-05-07 16:05:30",80286,337.8,1.87
"2023-05-07 16:35:30",80287,353.2,3.69
"2023-05-07 17:05:30",80288,334.6,4.384
"2023-05-07 17:35:30",80289,247.2,1.32
"2023-05-07 18:05:30",80290,309.9,3.112
"2023-05-07 18:35:30",80291,2.357,3.104
"2023-05-07 19:05:30",80292,319.8,3.028
"2023-05-07 19:35:30",80293,251.1,2.045
"2023-05-07 20:05:30",80294,99.4,0.688
"2023-05-07 20:35:30",80295,330.2,0.302
"2023-05-07 21:05:30",80296,318.4,2.487
"2023-05-07 21:35:30",80297,309.5,1.45
"2023-05-07 22:05:30",80298,327.4,1.427
"2023-05-07 22:35:30",80299,318.3,1.421
"2023-05-07 23:05:30",80300,310.6,0.684
"2023-05-07 23:35:30",80301,313.2,0.811
"2023-05-08 00:05:30",80302,322.3,2.416
"2023-05-08 00:35:30",80303,328.3,2.05
"2023-05-08 01:05:30",80304,303.9,2.198
"2023-05-08 01:35:30",80305,276.2,1.399
"2023-05-08 02:05:30",80306,295.9,1.134
"2023-05-08 02:35:30",80307,312.3,2.415
"2023-05-08 03:05:30",80308,314.8,3.789
"2023-05-08 03:35:30",80309,317.4,1.939
"2023-05-08 04:05:30",80310,296,1.536
"2023-05-08 04:35:30",80311,310.3,1.933
"2023-05-08 05:05:30",80312,50.21,1.364
"2023-05-08 05:35:30",80313,106.4,0.917
"2023-05-08 06:05:30",80314,160.3,0.873
"2023-05-08 06:35:30",80315,149.2,2.489
"2023-05-08 07:05:30",80316,130.2,0.114
"2023-05-08 07:35:30",80317,26.49,1.168
"2023-05-08 08:05:30",80318,340.7,1.862
"2023-05-08 08:35:30",80319,303.1,3.628
"2023-05-08 09:05:30",80320,308,3.902
"2023-05-08 09:35:30",80321,314.5,4.207
"2023-05-08 10:05:30",80322,334.3,3.497
"2023-05-08 10:35:30",80323,312.7,3.289
"2023-05-08 11:05:30",80324,329.2,1.941
"2023-05-08 11:35:30",80325,326.9,2.448
"2023-05-08 12:05:30",80326,335.3,2.3
"2023-05-08 12:35:30",80327,325.2,3.214
"2023-05-08 13:05:30",80328,325.7,5.609
"2023-05-08 13:35:30",80329,337.6,4.162
"2023-05-08 14:05:30",80330,313.9,5.26
"2023-05-08 14:35:30",80331,308.8,4.138
"2023-05-08 15:05:30",80332,329.5,7.31
"2023-05-08 15:35:30",80333,329.8,6.12
"2023-05-08 16:05:30",80334,314.2,6.607
"2023-05-08 16:35:30",80335,341.9,4.736
"2023-05-08 17:05:30",80336,344.2,4.338
"2023-05-08 17:35:30",80337,313.8,4.672
"2023-05-08 18:05:30",80338,317.1,4.448
"2023-05-08 18:35:30",80339,300.9,3.652
"2023-05-08 19:05:30",80340,312.2,4.041
"2023-05-08 19:35:30",80341,306.5,2.788
"2023-05-08 20:05:30",80342,346.9,1.299
"2023-05-08 20:35:30",80343,72.76,0.697
"2023-05-08 21:05:30",80344,184.4,0.318
"2023-05-08 21:35:30",80345,146.6,1.43
"2023-05-08 22:05:30",80346,153.4,1.406
"2023-05-08 22:35:30",80347,172.6,2.688
"2023-05-08 23:05:30",80348,168.1,2.848
"2023-05-08 23:35:30",80349,165.4,3.487
"2023-05-09 00:05:30",80350,151.7,3.186
"2023-05-09 00:35:30",80351,148.4,2.653
"2023-05-09 01:05:30",80352,129.7,1.673
"2023-05-09 01:35:30",80353,146.2,2.045
"2023-05-09 02:05:30",80354,144.7,1.98
"2023-05-09 02:35:30",80355,124.3,1.071
"2023-05-09 03:05:30",80356,119.2,0.961
"2023-05-09 03:35:30",80357,143.7,1.522
"2023-05-09 04:05:30",80358,139.2,1.455
"2023-05-09 04:35:30",80359,142.8,2.376
"2023-05-09 05:05:30",80360,152.2,2.131
"2023-05-09 05:35:30",80361,160.4,2.521
"2023-05-09 06:05:30",80362,138.8,1.545
"2023-05-09 06:35:30",80363,99.6,0.534
"2023-05-09 07:05:30",80364,134.1,0.005
"2023-05-09 07:35:30",80365,122.9,0.112
"2023-05-09 08:05:30",80366,328.1,1.413
"2023-05-09 08:35:30",80367,316.4,2.116
"2023-05-09 09:05:30",80368,323.6,2.08
"2023-05-09 09:35:30",80369,334.4,3.232
"2023-05-09 10:05:30",80370,307.4,3.118
"2023-05-09 10:35:30",80371,345.8,5.225
"2023-05-09 11:05:30",80372,334.5,4.863
"2023-05-09 11:35:30",80373,324.7,4.71
"2023-05-09 12:05:30",80374,333.1,5.568
"2023-05-09 12:35:30",80375,329.8,3.86
"2023-05-09 13:05:30",80376,331.4,4.688
"2023-05-09 13:35:30",80377,329,4.294
"2023-05-09 14:05:30",80378,335.7,4.903
"2023-05-09 14:35:30",80379,339,6.313
"2023-05-09 15:05:30",80380,329.7,6.236
"2023-05-09 15:35:30",80381,332.1,5.731
"2023-05-09 16:05:30",80382,333.2,6.498
"2023-05-09 16:35:30",80383,333.8,7.238
"2023-05-09 17:05:30",80384,337,5.851
"2023-05-09 17:35:30",80385,329.2,6.098
"2023-05-09 18:05:30",80386,331.1,4.995
"2023-05-09 18:35:30",80387,337.7,4.621
"2023-05-09 19:05:30",80388,329.2,3.338
"2023-05-09 19:35:30",80389,307.8,2.726
"2023-05-09 20:05:30",80390,296.2,1.807
"2023-05-09 20:35:30",80391,36.62,0.881
"2023-05-09 21:05:30",80392,98.8,0.095
"2023-05-09 21:35:30",80393,133.1,1.029
"2023-05-09 22:05:30",80394,155.6,0.6
"2023-05-09 22:35:30",80395,145.9,1.319
"2023-05-09 23:05:30",80396,172.5,2.932
"2023-05-09 23:35:30",80397,162.2,3.959
"2023-05-10 00:05:30",80398,167.8,5.351
"2023-05-10 00:35:30",80399,164.4,4.895
"2023-05-10 01:05:30",80400,164.3,4.901
"2023-05-10 01:35:30",80401,167.7,5.542
"2023-05-10 02:05:30",80402,170.2,6.068
"2023-05-10 02:35:30",80403,167.5,6.191
"2023-05-10 03:05:30",80404,162.6,6.131
"2023-05-10 03:35:30",80405,162.8,6.185
"2023-05-10 04:05:30",80406,167.6,5.771
"2023-05-10 04:35:30",80407,164.2,6.065
"2023-05-10 05:05:30",80408,166.8,6.635
"2023-05-10 05:35:30",80409,163.2,5.977
"2023-05-10 06:05:30",80410,170.1,6.49
"2023-05-10 06:35:30",80411,170.5,6.552
"2023-05-10 07:05:30",80412,163.2,6.307
"2023-05-10 07:35:30",80413,165.5,5.809
"2023-05-10 08:05:30",80414,161.1,5.375
"2023-05-10 08:35:30",80415,163.6,4.648
"2023-05-10 09:05:30",80416,166.5,1.611
"2023-05-10 09:35:30",80417,288.8,3.485
"2023-05-10 10:05:30",80418,304.3,2.876
"2023-05-10 10:35:30",80419,287.4,2.484
"2023-05-10 11:05:30",80420,318.1,1.922
"2023-05-10 11:35:30",80421,28.17,1.577
"2023-05-10 12:05:30",80422,66.6,0.533
"2023-05-10 12:35:30",80423,14.72,0.959
"2023-05-10 13:05:30",80424,55.95,1.433
"2023-05-10 13:35:30",80425,38.4,0.547
"2023-05-10 14:05:30",80426,321.3,3.644
"2023-05-10 14:35:30",80427,269.2,3.829
"2023-05-10 15:05:30",80428,307.2,3.844
"2023-05-10 15:35:30",80429,295.6,2.056
"2023-05-10 16:05:30",80430,320,2.941
"2023-05-10 16:35:30",80431,299.3,4.217
"2023-05-10 17:05:30",80432,307.1,3.33
"2023-05-10 17:35:30",80433,312.3,3.122
"2023-05-10 18:05:30",80434,302.6,3.367
"2023-05-10 18:35:30",80435,9.09,0.308
"2023-05-10 19:05:30",80436,303,2.397
"2023-05-10 19:35:30",80437,273.4,0.733
"2023-05-10 20:05:30",80438,120.5,0.776
"2023-05-10 20:35:30",80439,179.3,1.217
"2023-05-10 21:05:30",80440,162.8,2.465
"2023-05-10 21:35:30",80441,170,3.676
"2023-05-10 22:05:30",80442,170.1,4.077
"2023-05-10 22:35:30",80443,169,3.637
"2023-05-10 23:05:30",80444,175.5,4.597
"2023-05-10 23:35:30",80445,169.3,3.855
"2023-05-11 00:05:30",80446,167.9,3.575
"2023-05-11 00:35:30",80447,170.6,4.677
"2023-05-11 01:05:30",80448,170.9,4.994
"2023-05-11 01:35:30",80449,169.5,5.691
"2023-05-11 02:05:30",80450,172.8,5.554
"2023-05-11 02:35:30",80451,170.4,6.071
"2023-05-11 03:05:30",80452,170,5.705
"2023-05-11 03:35:30",80453,167.2,5.23
"2023-05-11 04:05:30",80454,172.4,5.46
"2023-05-11 04:35:30",80455,176.7,6.007
"2023-05-11 05:05:30",80456,170.4,6.358
"2023-05-11 05:35:30",80457,170,5.62
"2023-05-11 06:05:30",80458,167,5.527
"2023-05-11 06:35:30",80459,170.3,5.297
"2023-05-11 07:05:30",80460,172.3,6.096
"2023-05-11 07:35:30",80461,174.2,5.464
"2023-05-11 08:05:30",80462,167.3,5.094
"2023-05-11 08:35:30",80463,166.9,3.811
"2023-05-11 09:05:30",80464,186.3,1.723
"2023-05-11 09:35:30",80465,153.7,0.965
"2023-05-11 10:05:30",80466,34.99,1.418
"2023-05-11 10:35:30",80467,32.49,1.38
"2023-05-11 11:05:30",80468,71.57,0.91
"2023-05-11 11:35:30",80469,110.8,0.576
"2023-05-11 12:05:30",80470,345.9,0.755
"2023-05-11 12:35:30",80471,341.9,1.283
"2023-05-11 13:05:30",80472,303.5,1.246
"2023-05-11 13:35:30",80473,245.1,2.176
"2023-05-11 14:05:30",80474,244.5,3.21
"2023-05-11 14:35:30",80475,280.2,4.066
"2023-05-11 15:05:30",80476,240.8,1.853
"2023-05-11 15:35:30",80477,269.7,2.74
"2023-05-11 16:05:30",80478,289.3,3.832
"2023-05-11 16:35:30",80479,270.4,4.025
"2023-05-11 17:05:30",80480,310.9,2.806
"2023-05-11 17:35:30",80481,297.2,3.594
"2023-05-11 18:05:30",80482,234.5,3.975
"2023-05-11 18:35:30",80483,285,3.17
"2023-05-11 19:05:30",80484,6.194,1.377
"2023-05-11 19:35:30",80485,37.46,0.251
"2023-05-11 20:05:30",80486,172,1.662
"2023-05-11 20:35:30",80487,162.2,2.516
"2023-05-11 21:05:30",80488,158.5,1.648
"2023-05-11 21:35:30",80489,162.5,2.036
"2023-05-11 22:05:30",80490,170.7,3.111
"2023-05-11 22:35:30",80491,171.7,4.057
"2023-05-11 23:05:30",80492,176.8,4.141
"2023-05-11 23:35:30",80493,174.1,4.609
"2023-05-12 00:05:30",80494,171.9,4.795
"2023-05-12 00:35:30",80495,173.2,5.442
"2023-05-12 01:05:30",80496,182.6,5.447
"2023-05-12 01:35:30",80497,171,5.706
"2023-05-12 02:05:30",80498,167.7,5.536
"2023-05-12 02:35:30",80499,164.7,4.863
"2023-05-12 03:05:30",80500,167.4,4.891
"2023-05-12 03:35:30",80501,162.7,3.246
"2023-05-12 04:05:30",80502,177.6,4.741
"2023-05-12 04:35:30",80503,176.5,4.988
"2023-05-12 05:05:30",80504,174.6,4.847
"2023-05-12 05:35:30",80505,173.2,5.495
"2023-05-12 06:05:30",80506,174.2,5.77
"2023-05-12 06:35:30",80507,176.1,4.875
"2023-05-12 07:05:30",80508,169.3,5.053
"2023-05-12 07:35:30",80509,171.5,5.202
"2023-05-12 08:05:30",80510,186.1,4.244
"2023-05-12 08:35:30",80511,174.1,3.381
"2023-05-12 09:05:30",80512,172.4,2.702
"2023-05-12 09:35:30",80513,161,2.474
"2023-05-12 10:05:30",80514,152.2,1.533
"2023-05-12 10:35:30",80515,186.8,1.355
"2023-05-12 11:05:31",80516,138.6,0.999
"2023-05-12 11:35:30",80517,314.2,1.62
"2023-05-12 12:05:30",80518,255.4,2.466
"2023-05-12 12:35:30",80519,282.1,4.333
"2023-05-12 13:05:30",80520,265.7,3.293
"2023-05-12 13:35:30",80521,252.4,2.908
"2023-05-12 14:05:30",80522,279.8,4.515
"2023-05-12 14:35:30",80523,260.2,5.687
"2023-05-12 15:05:30",80524,290.8,2.514
"2023-05-12 15:35:30",80525,240.3,4.652
"2023-05-12 16:05:30",80526,255.1,4.355
"2023-05-12 16:35:30",80527,288.9,4.057
"2023-05-12 17:05:30",80528,280.4,4.356
"2023-05-12 17:35:30",80529,287.3,3.404
"2023-05-12 18:05:30",80530,346.5,2.569
"2023-05-12 18:35:30",80531,353.5,3.158
"2023-05-12 19:05:30",80532,325.8,1.91
"2023-05-12 19:35:30",80533,357.2,1.406
"2023-05-12 20:05:30",80534,341.5,0.753
"2023-05-12 20:35:30",80535,156.1,1.474
"2023-05-12 21:05:30",80536,170.8,1.627
"2023-05-12 21:35:30",80537,162.9,3.122
"2023-05-12 22:05:30",80538,155.5,2.489
"2023-05-12 22:35:30",80539,189.4,1.756
"2023-05-12 23:05:30",80540,166.7,2.827
"2023-05-12 23:35:30",80541,173,1.545
"2023-05-13 00:05:30",80542,178,1.611
"2023-05-13 00:35:30",80543,159.4,2.362
"2023-05-13 01:05:30",80544,178,2.921
"2023-05-13 01:35:30",80545,171.6,2.575
"2023-05-13 02:05:30",80546,191.9,1.495
"2023-05-13 02:35:30",80547,162.7,1.296
"2023-05-13 03:05:30",80548,167.3,1.737
"2023-05-13 03:35:30",80549,350.5,0.98
"2023-05-13 04:05:30",80550,356.8,0.725
"2023-05-13 04:35:30",80551,53.55,0.621
"2023-05-13 05:05:30",80552,359.1,1.289
"2023-05-13 05:35:30",80553,23.91,0.873
"2023-05-13 06:05:30",80554,347.2,1.395
"2023-05-13 06:35:30",80555,346.3,0.972
"2023-05-13 07:05:30",80556,295.7,0.021
"2023-05-13 07:35:30",80557,335.1,0.348
"2023-05-13 08:05:30",80558,71.44,0.442
"2023-05-13 08:35:30",80559,303.4,1.431
"2023-05-13 09:05:30",80560,7.184,3.011
"2023-05-13 09:35:30",80561,18.9,4.197
"2023-05-13 10:05:30",80562,29.39,4.467
"2023-05-13 10:35:30",80563,4.974,3.541
"2023-05-13 11:05:30",80564,349.3,3.108
"2023-05-13 11:35:30",80565,320.7,4.053
"2023-05-13 12:05:30",80566,338.2,2.763
"2023-05-13 12:35:30",80567,342.8,3.718
"2023-05-13 13:05:30",80568,344.8,4.4
"2023-05-13 13:35:30",80569,346.4,5.084
"2023-05-13 14:05:30",80570,346,4.973
"2023-05-13 14:35:30",80571,333.3,6.543
"2023-05-13 15:05:30",80572,334.9,6.343
