"TOA5","OwascoMetDirect","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","333","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2020-11-10 03:05:30",61772,-16.46,"NAN",1000.891,0.02,0,"2020-11-10 03:00:30"
"2020-11-10 03:35:30",61773,-16.72,"NAN",1000.673,0.014,0,"2020-11-10 03:30:30"
"2020-11-10 04:05:30",61774,-17.22,"NAN",1000.594,0.008,0,"2020-11-10 04:00:30"
"2020-11-10 04:35:30",61775,-18.41,"NAN",1000.349,0.009,0,"2020-11-10 04:30:30"
"2020-11-10 05:05:30",61776,-17.89,98.3,1000.348,0.015,0,"2020-11-10 05:00:30"
"2020-11-10 05:35:30",61777,-18.52,98.6,1000.259,0.012,0,"2020-11-10 05:30:30"
"2020-11-10 06:05:30",61778,-18.59,98.4,1000.11,0.011,0,"2020-11-10 06:00:30"
"2020-11-10 06:35:30",61779,-18.92,98.7,1000.13,0.006,0,"2020-11-10 06:30:30"
"2020-11-10 07:05:30",61780,-18.89,98.8,1000.163,0.008,0,"2020-11-10 07:00:30"
"2020-11-10 07:35:30",61781,-19.16,"NAN",1000.153,0.004,0,"2020-11-10 07:30:30"
"2020-11-10 08:05:30",61782,-19.53,"NAN",1000.152,0.007,0,"2020-11-10 08:00:30"
"2020-11-10 08:35:30",61783,-19.73,"NAN",1000.108,0.003,0,"2020-11-10 08:30:30"
"2020-11-10 09:05:30",61784,-20.44,"NAN",1000.079,0.011,0,"2020-11-10 09:00:30"
"2020-11-10 09:35:30",61785,-21.05,"NAN",999.8585,0.008,0,"2020-11-10 09:30:30"
"2020-11-10 10:05:30",61786,-23.3,"NAN",999.6358,0.003,0,"2020-11-10 10:00:30"
"2020-11-10 10:35:30",61787,-25.63,"NAN",999.4771,0.001,0,"2020-11-10 10:30:30"
"2020-11-10 11:05:30",61788,-27.39,"NAN",999.3245,0.001,0,"2020-11-10 11:00:30"
"2020-11-10 11:35:30",61789,-30.48,"NAN",999.1468,0,0,"2020-11-10 11:30:30"
"2020-11-10 12:05:30",61790,-32.92,"NAN",998.8577,0,0,"2020-11-10 12:00:30"
"2020-11-10 12:35:30",61791,-35.04,"NAN",998.3364,0,0,"2020-11-10 12:30:30"
"2020-11-10 13:05:30",61792,-35.35,"NAN",997.9151,0,0,"2020-11-10 13:00:30"
"2020-11-10 13:35:30",61793,-39.46,"NAN",997.4076,0,0,"2020-11-10 13:30:30"
"2020-11-10 14:05:30",61794,-41.35,"NAN",997.082,0,0,"2020-11-10 14:00:30"
"2020-11-10 14:35:30",61795,-36.36,"NAN",996.7991,0,0,"2020-11-10 14:30:30"
"2020-11-10 15:05:30",61796,-34.76,"NAN",996.2721,0,0,"2020-11-10 15:00:30"
"2020-11-10 15:35:30",61797,-34.81,"NAN",995.9655,0,0,"2020-11-10 15:30:30"
"2020-11-10 16:05:30",61798,-35.21,"NAN",995.7598,0,0,"2020-11-10 16:00:30"
"2020-11-10 16:35:30",61799,-33.29,"NAN",995.6283,0,0,"2020-11-10 16:30:30"
"2020-11-10 17:05:30",61800,-31.34,"NAN",995.5623,0,0,"2020-11-10 17:00:30"
"2020-11-10 17:35:30",61801,-25.2,"NAN",995.4536,0,0,"2020-11-10 17:30:30"
"2020-11-10 18:05:30",61802,-26.72,"NAN",995.4563,0,0,"2020-11-10 18:00:30"
"2020-11-10 18:35:30",61803,-26.29,"NAN",995.4609,0,0,"2020-11-10 18:30:30"
"2020-11-10 19:05:30",61804,-21.46,"NAN",995.4016,0,0,"2020-11-10 19:00:30"
"2020-11-10 19:35:30",61805,-17.35,"NAN",995.5874,0,0,"2020-11-10 19:30:30"
"2020-11-10 20:05:30",61806,-16.46,"NAN",995.8481,0,0,"2020-11-10 20:00:30"
"2020-11-10 20:35:30",61807,-15.35,"NAN",995.965,0,0,"2020-11-10 20:30:30"
"2020-11-10 21:05:30",61808,-14.66,"NAN",996.1038,0,0,"2020-11-10 21:00:30"
"2020-11-10 21:35:30",61809,-14.28,"NAN",995.929,0,0,"2020-11-10 21:30:30"
"2020-11-10 22:05:30",61810,-14.37,"NAN",995.7598,0,0,"2020-11-10 22:00:30"
"2020-11-10 22:35:30",61811,-13.56,"NAN",995.668,0,0,"2020-11-10 22:30:30"
"2020-11-10 23:05:30",61812,-13.44,"NAN",995.4384,0,0,"2020-11-10 23:00:30"
"2020-11-10 23:35:30",61813,-13.18,"NAN",994.955,0,0,"2020-11-10 23:30:30"
"2020-11-11 00:05:30",61814,-13.11,"NAN",994.5906,0,0,"2020-11-11 00:00:30"
"2020-11-11 00:35:30",61815,-13.05,"NAN",994.3622,0,0,"2020-11-11 00:30:30"
"2020-11-11 01:05:30",61816,-13.09,"NAN",994.1616,0,0,"2020-11-11 01:00:30"
"2020-11-11 01:35:30",61817,-13.2,"NAN",993.7741,0,0,"2020-11-11 01:30:30"
"2020-11-11 02:05:30",61818,-13.23,"NAN",993.5404,0.001,0,"2020-11-11 02:00:30"
"2020-11-11 02:35:30",61819,-14.01,"NAN",993.1398,0,0,"2020-11-11 02:30:30"
"2020-11-11 03:05:30",61820,-13.96,"NAN",992.8199,0,0,"2020-11-11 03:00:30"
"2020-11-11 03:35:30",61821,-14.24,"NAN",992.5961,0,0,"2020-11-11 03:30:30"
"2020-11-11 04:05:30",61822,-14.91,"NAN",992.0034,0,0,"2020-11-11 04:00:30"
"2020-11-11 04:35:30",61823,-14.71,"NAN",992.1776,0,0,"2020-11-11 04:30:30"
"2020-11-11 05:05:30",61824,-15.3,"NAN",991.7772,0,0,"2020-11-11 05:00:30"
"2020-11-11 05:35:30",61825,-17.18,"NAN",992.2109,0,0,"2020-11-11 05:30:30"
"2020-11-11 06:05:30",61826,-18.24,"NAN",991.9974,0,0,"2020-11-11 06:00:30"
"2020-11-11 06:35:30",61827,-18.53,"NAN",992.158,0,0,"2020-11-11 06:30:30"
"2020-11-11 07:05:30",61828,-18.87,"NAN",993.3261,0,0,"2020-11-11 07:00:30"
"2020-11-11 07:35:30",61829,-18.78,"NAN",993.0157,0,0,"2020-11-11 07:30:30"
"2020-11-11 08:05:30",61830,-19,"NAN",991.9276,0,0,"2020-11-11 08:00:30"
"2020-11-11 08:35:30",61831,-22.03,"NAN",992.497,0,0,"2020-11-11 08:30:30"
"2020-11-11 09:05:30",61832,-20.74,"NAN",992.6626,0,0,"2020-11-11 09:00:30"
"2020-11-11 09:35:30",61833,-20.93,"NAN",992.596,0,0,"2020-11-11 09:30:30"
"2020-11-11 10:05:30",61834,-20.51,"NAN",992.5224,0,0,"2020-11-11 10:00:30"
"2020-11-11 10:35:30",61835,-20.89,"NAN",992.6167,0,0,"2020-11-11 10:30:30"
"2020-11-11 11:05:30",61836,-19.57,"NAN",992.746,0,0,"2020-11-11 11:00:30"
"2020-11-11 11:35:30",61837,-21.23,"NAN",992.723,0,0,"2020-11-11 11:30:30"
"2020-11-11 12:05:30",61838,-21.34,"NAN",992.8119,0,0,"2020-11-11 12:00:30"
"2020-11-11 12:35:30",61839,-21.59,"NAN",992.4504,0,0,"2020-11-11 12:30:30"
"2020-11-11 13:05:30",61840,-19.81,"NAN",991.97,0.001,0,"2020-11-11 13:00:30"
"2020-11-11 13:35:30",61841,-21.52,"NAN",991.2467,0,0,"2020-11-11 13:30:30"
"2020-11-11 14:05:30",61842,-21.63,"NAN",990.9009,0,0,"2020-11-11 14:00:30"
"2020-11-11 14:35:30",61843,-20.56,"NAN",990.4398,0,0,"2020-11-11 14:30:30"
"2020-11-11 15:05:30",61844,-21.12,"NAN",990.6064,0,0,"2020-11-11 15:00:30"
"2020-11-11 15:35:30",61845,-22.2,"NAN",990.5518,0,0,"2020-11-11 15:30:30"
"2020-11-11 16:05:30",61846,-22.78,"NAN",990.7791,0,0,"2020-11-11 16:00:30"
"2020-11-11 16:35:30",61847,-22.57,"NAN",991.4649,0,0,"2020-11-11 16:30:30"
"2020-11-11 17:05:30",61848,-21.4,"NAN",992.0658,0,0,"2020-11-11 17:00:30"
"2020-11-11 17:35:30",61849,-22.35,"NAN",992.082,0,0,"2020-11-11 17:30:30"
"2020-11-11 18:05:30",61850,-21.68,"NAN",992.3429,0,0,"2020-11-11 18:00:30"
"2020-11-11 18:35:30",61851,-22.38,"NAN",992.5086,0,0,"2020-11-11 18:30:30"
"2020-11-11 19:05:30",61852,-21.75,"NAN",992.9184,0,0,"2020-11-11 19:00:30"
"2020-11-11 19:35:30",61853,-20.57,"NAN",993.4803,0,0,"2020-11-11 19:30:30"
"2020-11-11 20:05:30",61854,-20.98,"NAN",993.8126,0,0,"2020-11-11 20:00:30"
"2020-11-11 20:35:30",61855,-20.85,"NAN",994.1207,0,0,"2020-11-11 20:30:30"
"2020-11-11 21:05:30",61856,-19.42,"NAN",994.1948,0,0,"2020-11-11 21:00:30"
"2020-11-11 21:35:30",61857,-19.27,"NAN",994.8473,0.002,0,"2020-11-11 21:30:30"
"2020-11-11 22:05:30",61858,-19.07,"NAN",995.351,0.001,0,"2020-11-11 22:00:30"
"2020-11-11 22:35:30",61859,-19.05,"NAN",996.3904,0.001,0,"2020-11-11 22:30:30"
"2020-11-11 23:05:30",61860,-18.87,"NAN",996.6512,0.002,0,"2020-11-11 23:00:30"
"2020-11-11 23:35:30",61861,-18.51,"NAN",997.387,0.002,0,"2020-11-11 23:30:30"
"2020-11-12 00:05:30",61862,-18.53,"NAN",997.3913,0.01,0,"2020-11-12 00:00:30"
"2020-11-12 00:35:30",61863,-18.78,"NAN",997.3945,0.007,0,"2020-11-12 00:30:30"
"2020-11-12 01:05:30",61864,-19.17,"NAN",997.6404,0.01,0,"2020-11-12 01:00:30"
"2020-11-12 01:35:30",61865,-19.56,"NAN",998.0693,0.016,0,"2020-11-12 01:30:30"
"2020-11-12 02:05:30",61866,-20.6,"NAN",998.6581,0.02,0,"2020-11-12 02:00:30"
"2020-11-12 02:35:30",61867,-20.58,"NAN",998.7444,0.024,0,"2020-11-12 02:30:30"
"2020-11-12 03:05:30",61868,-21.28,"NAN",998.9078,0.013,0,"2020-11-12 03:00:30"
"2020-11-12 03:35:30",61869,-20.12,"NAN",998.9403,0.023,0,"2020-11-12 03:30:30"
"2020-11-12 04:05:30",61870,-20.39,"NAN",999.0164,0.017,0,"2020-11-12 04:00:30"
"2020-11-12 04:35:30",61871,-20.52,"NAN",999.0234,0.021,0,"2020-11-12 04:30:30"
"2020-11-12 05:05:30",61872,-20.46,"NAN",999.5821,0.019,0,"2020-11-12 05:00:30"
"2020-11-12 05:35:30",61873,-20.56,"NAN",999.5912,0.024,0,"2020-11-12 05:30:30"
"2020-11-12 06:05:30",61874,-20.55,"NAN",1000.005,0.025,0,"2020-11-12 06:00:30"
"2020-11-12 06:35:30",61875,-20.57,"NAN",1000.437,0.027,0,"2020-11-12 06:30:30"
"2020-11-12 07:05:30",61876,-20.75,"NAN",1001.029,0.016,0,"2020-11-12 07:00:30"
"2020-11-12 07:35:30",61877,-20.93,"NAN",1000.895,0.015,0,"2020-11-12 07:30:30"
"2020-11-12 08:05:30",61878,-21.09,"NAN",1001.277,0.018,0,"2020-11-12 08:00:30"
"2020-11-12 08:35:30",61879,-21.8,"NAN",1001.406,0.006,0,"2020-11-12 08:30:30"
"2020-11-12 09:05:30",61880,-21.63,"NAN",1002.124,0.015,0,"2020-11-12 09:00:30"
"2020-11-12 09:35:30",61881,-21.48,"NAN",1002.428,0.007,0,"2020-11-12 09:30:30"
"2020-11-12 10:05:30",61882,-21.59,"NAN",1002.826,0.016,0,"2020-11-12 10:00:30"
"2020-11-12 10:35:30",61883,-21.74,"NAN",1002.983,0.008,0,"2020-11-12 10:30:30"
"2020-11-12 11:05:30",61884,-21.67,"NAN",1002.676,0.017,0,"2020-11-12 11:00:30"
"2020-11-12 11:35:30",61885,-23.54,"NAN",1002.534,0.006,0,"2020-11-12 11:30:30"
"2020-11-12 12:05:30",61886,-21.85,"NAN",1002.307,0.012,0,"2020-11-12 12:00:30"
"2020-11-12 12:35:30",61887,-23.69,"NAN",1002.306,0.007,0,"2020-11-12 12:30:30"
"2020-11-12 13:05:30",61888,-23.31,"NAN",1002.227,0.014,0,"2020-11-12 13:00:30"
"2020-11-12 13:35:30",61889,-23.19,"NAN",1001.867,0.008,0,"2020-11-12 13:30:30"
"2020-11-12 14:05:30",61890,-21.96,"NAN",1001.667,0.012,0,"2020-11-12 14:00:30"
"2020-11-12 14:35:30",61891,-22.83,"NAN",1001.492,0.013,0,"2020-11-12 14:30:30"
"2020-11-12 15:05:30",61892,-24.71,"NAN",1001.258,0.011,0,"2020-11-12 15:00:30"
"2020-11-12 15:35:30",61893,-24.75,"NAN",1001.489,0.009,0,"2020-11-12 15:30:30"
"2020-11-12 16:05:30",61894,-25.03,"NAN",1001.429,0.011,0,"2020-11-12 16:00:30"
"2020-11-12 16:35:30",61895,-25.47,"NAN",1001.118,0.003,0,"2020-11-12 16:30:30"
"2020-11-12 17:05:30",61896,-24.61,"NAN",1000.603,0.011,0,"2020-11-12 17:00:30"
"2020-11-12 17:35:30",61897,-23.49,"NAN",1000.625,0.008,0,"2020-11-12 17:30:30"
"2020-11-12 18:05:30",61898,-22.66,"NAN",1000.677,0.019,0,"2020-11-12 18:00:30"
"2020-11-12 18:35:30",61899,-22.89,"NAN",1000.77,0.02,0,"2020-11-12 18:30:30"
"2020-11-12 19:05:30",61900,-22.13,"NAN",1001.114,0.025,0,"2020-11-12 19:00:30"
"2020-11-12 19:35:30",61901,-21.91,90.2,1000.89,0.029,0,"2020-11-12 19:30:30"
"2020-11-12 20:05:30",61902,-24.2,"NAN",1001.499,0.011,0,"2020-11-12 20:00:30"
"2020-11-12 20:35:30",61903,-22.9,"NAN",1001.722,0.007,0,"2020-11-12 20:30:30"
"2020-11-12 21:05:30",61904,-22,88.2,1001.548,0.004,0,"2020-11-12 21:00:30"
"2020-11-12 21:35:30",61905,-22.17,"NAN",1001.406,0.015,0,"2020-11-12 21:30:30"
"2020-11-12 22:05:30",61906,-22.09,84.2,1001.457,0.002,0,"2020-11-12 22:00:30"
"2020-11-12 22:35:30",61907,-22.23,86.1,1001.281,0.001,0,"2020-11-12 22:30:30"
"2020-11-12 23:05:30",61908,-22.33,80.9,1000.641,0.003,0,"2020-11-12 23:00:30"
"2020-11-12 23:35:30",61909,-22.49,"NAN",1000.259,0.002,0,"2020-11-12 23:30:30"
"2020-11-13 00:05:30",61910,-22.37,82.2,1000.067,0.001,0,"2020-11-13 00:00:30"
"2020-11-13 00:35:30",61911,-22.64,85.5,1000.31,0,0,"2020-11-13 00:30:30"
"2020-11-13 01:05:30",61912,-22.79,85.5,999.9224,0,0,"2020-11-13 01:00:30"
"2020-11-13 01:35:30",61913,-23.11,88.4,999.588,0,0,"2020-11-13 01:30:30"
"2020-11-13 02:05:30",61914,-23,82.2,999.1905,0,0,"2020-11-13 02:00:30"
"2020-11-13 02:35:30",61915,-22.49,71.11,998.9167,0,0,"2020-11-13 02:30:30"
"2020-11-13 03:05:30",61916,-22.95,79.39,998.7623,0,0,"2020-11-13 03:00:30"
"2020-11-13 03:35:30",61917,-23.17,81.4,998.6588,0,0,"2020-11-13 03:30:30"
"2020-11-13 04:05:30",61918,-22.8,75.56,997.9963,0,0,"2020-11-13 04:00:30"
"2020-11-13 04:35:30",61919,-22.81,65.8,997.7377,0,0,"2020-11-13 04:30:30"
"2020-11-13 05:05:30",61920,-22.74,56.34,997.5357,0,0,"2020-11-13 05:00:30"
"2020-11-13 05:35:30",61921,-23.6,79.06,997.1085,0,0,"2020-11-13 05:30:30"
"2020-11-13 06:05:30",61922,-22.65,52.64,996.7481,0,0,"2020-11-13 06:00:30"
"2020-11-13 06:35:30",61923,-22.49,50.3,996.2881,0,0,"2020-11-13 06:30:30"
"2020-11-13 07:05:30",61924,-22.43,49.51,996.1137,0,0,"2020-11-13 07:00:30"
"2020-11-13 07:35:30",61925,-22.34,54.64,995.873,0,0,"2020-11-13 07:30:30"
"2020-11-13 08:05:30",61926,-22.34,57.69,995.4815,0,0,"2020-11-13 08:00:30"
"2020-11-13 08:35:30",61927,-22.24,59.12,995.4681,0,0,"2020-11-13 08:30:30"
"2020-11-13 09:05:30",61928,-22.48,69.42,995.0714,0,0,"2020-11-13 09:00:30"
"2020-11-13 09:35:30",61929,-22.51,65.93,995.1512,0,0,"2020-11-13 09:30:30"
"2020-11-13 10:05:30",61930,-22.12,63.3,995.3002,0,0,"2020-11-13 10:00:30"
"2020-11-13 10:35:30",61931,-21.91,68.96,995.3743,0,0,"2020-11-13 10:30:30"
"2020-11-13 11:05:30",61932,-21.75,78.92,995.3065,0,0,"2020-11-13 11:00:30"
"2020-11-13 11:35:30",61933,-23.7,"NAN",995.1333,0,0,"2020-11-13 11:30:30"
"2020-11-13 12:05:30",61934,-24.2,"NAN",995.2708,0,0,"2020-11-13 12:00:30"
"2020-11-13 12:35:30",61935,-25.33,"NAN",994.8849,0,0,"2020-11-13 12:30:30"
"2020-11-13 13:05:30",61936,-22.95,95.1,994.104,0,0,"2020-11-13 13:00:30"
"2020-11-13 13:35:30",61937,-22.98,97.8,993.5425,0.001,0,"2020-11-13 13:30:30"
"2020-11-13 14:05:30",61938,-32.9,"NAN",993.1827,0.001,0,"2020-11-13 14:00:30"
"2020-11-13 14:35:30",61939,-26.59,"NAN",993.6592,0.003,0,"2020-11-13 14:30:30"
"2020-11-13 15:05:30",61940,-27.41,"NAN",993.8657,0.001,0,"2020-11-13 15:00:30"
"2020-11-13 15:35:30",61941,-25.27,"NAN",994.001,0.006,0,"2020-11-13 15:30:30"
"2020-11-13 16:05:30",61942,-25.4,"NAN",994.1464,0.01,0,"2020-11-13 16:00:30"
"2020-11-13 16:35:30",61943,-25.3,"NAN",994.4941,0.012,0,"2020-11-13 16:30:30"
"2020-11-13 17:05:30",61944,-24.88,"NAN",995.0721,0.011,0,"2020-11-13 17:00:30"
"2020-11-13 17:35:30",61945,-24.15,"NAN",995.278,0.008,0,"2020-11-13 17:30:30"
"2020-11-13 18:05:30",61946,-25.13,"NAN",995.6642,0.01,0,"2020-11-13 18:00:30"
"2020-11-13 18:35:30",61947,-23.46,"NAN",995.8638,0.011,0,"2020-11-13 18:30:30"
"2020-11-13 19:05:30",61948,-22.59,"NAN",996.2891,0.011,0,"2020-11-13 19:00:30"
"2020-11-13 19:35:30",61949,-21.19,"NAN",996.5247,0.011,0,"2020-11-13 19:30:30"
"2020-11-13 20:05:30",61950,-21.13,"NAN",996.1564,0.027,0,"2020-11-13 20:00:30"
"2020-11-13 20:35:30",61951,-20.94,"NAN",996.4803,0.019,0,"2020-11-13 20:30:30"
"2020-11-13 21:05:30",61952,-20.24,84.3,996.5572,0.019,0,"2020-11-13 21:00:30"
"2020-11-13 21:35:30",61953,-20.14,84.8,996.7088,0.005,0,"2020-11-13 21:30:30"
"2020-11-13 22:05:30",61954,-19.83,80.4,996.9585,0.007,0,"2020-11-13 22:00:30"
"2020-11-13 22:35:30",61955,-19.68,81,997.147,0.004,0,"2020-11-13 22:30:30"
"2020-11-13 23:05:30",61956,-20.31,"NAN",997.2413,0.009,0,"2020-11-13 23:00:30"
"2020-11-13 23:35:30",61957,-19.87,86,997.4265,0.001,0,"2020-11-13 23:30:30"
"2020-11-14 00:05:30",61958,-20.25,91,997.6995,0,0,"2020-11-14 00:00:30"
"2020-11-14 00:35:30",61959,-19.89,84,997.9108,0.003,0,"2020-11-14 00:30:30"
"2020-11-14 01:05:30",61960,-20.36,"NAN",998.02,0.004,0,"2020-11-14 01:00:30"
"2020-11-14 01:35:30",61961,-20.5,88.4,998.0822,0,0,"2020-11-14 01:30:30"
"2020-11-14 02:05:30",61962,-20.84,89.9,998.7394,0,0,"2020-11-14 02:00:30"
"2020-11-14 02:35:30",61963,-20.87,87.6,998.7657,0.001,0,"2020-11-14 02:30:30"
"2020-11-14 03:05:30",61964,-20.92,87.6,998.989,0.001,0,"2020-11-14 03:00:30"
"2020-11-14 03:35:30",61965,-20.69,85.6,999.2675,0,0,"2020-11-14 03:30:30"
"2020-11-14 04:05:30",61966,-20.68,84.8,999.488,0.002,0,"2020-11-14 04:00:30"
"2020-11-14 04:35:30",61967,-21,"NAN",999.8444,0,0,"2020-11-14 04:30:30"
"2020-11-14 05:05:30",61968,-20.86,85.7,1000.087,0,0,"2020-11-14 05:00:30"
"2020-11-14 05:35:30",61969,-21.22,"NAN",1000.278,0,0,"2020-11-14 05:30:30"
"2020-11-14 06:05:30",61970,-21.3,88,1000.529,0,0,"2020-11-14 06:00:30"
"2020-11-14 06:35:30",61971,-21.48,"NAN",1000.631,0,0,"2020-11-14 06:30:30"
"2020-11-14 07:05:30",61972,-21.3,85.5,1001.04,0,0,"2020-11-14 07:00:30"
"2020-11-14 07:35:30",61973,-21.49,86.5,1001.116,0,0,"2020-11-14 07:30:30"
"2020-11-14 08:05:30",61974,-21.56,85.9,1001.332,0,0,"2020-11-14 08:00:30"
"2020-11-14 08:35:30",61975,-21.66,"NAN",1001.7,0,0,"2020-11-14 08:30:30"
"2020-11-14 09:05:30",61976,-21.61,"NAN",1001.948,0,0,"2020-11-14 09:00:30"
"2020-11-14 09:35:30",61977,-21.38,83.9,1002.103,0,0,"2020-11-14 09:30:30"
"2020-11-14 10:05:30",61978,-21.99,"NAN",1002.16,0,0,"2020-11-14 10:00:30"
"2020-11-14 10:35:30",61979,-21.55,"NAN",1002.329,0,0,"2020-11-14 10:30:30"
"2020-11-14 11:05:30",61980,-22.98,"NAN",1002.302,0.001,0,"2020-11-14 11:00:30"
"2020-11-14 11:35:30",61981,-23.05,"NAN",1002.82,0,0,"2020-11-14 11:30:30"
"2020-11-14 12:05:30",61982,-24.22,"NAN",1002.885,0,0,"2020-11-14 12:00:30"
"2020-11-14 12:35:30",61983,-47.76,"NAN",1003.156,0,0,"2020-11-14 12:30:30"
"2020-11-14 13:05:30",61984,-26.51,"NAN",1002.976,0.004,0,"2020-11-14 13:00:30"
"2020-11-14 13:35:30",61985,-25.5,"NAN",1002.888,0.009,0,"2020-11-14 13:30:30"
"2020-11-14 14:05:30",61986,-25.16,"NAN",1002.791,0.011,0,"2020-11-14 14:00:30"
"2020-11-14 14:35:30",61987,-24.71,"NAN",1002.713,0.008,0,"2020-11-14 14:30:30"
"2020-11-14 15:05:30",61988,-25.11,"NAN",1002.757,0.008,0,"2020-11-14 15:00:30"
"2020-11-14 15:35:30",61989,-25.46,"NAN",1002.788,0.011,0,"2020-11-14 15:30:30"
"2020-11-14 16:05:30",61990,-25.02,"NAN",1002.852,0.012,0,"2020-11-14 16:00:30"
"2020-11-14 16:35:30",61991,-24.27,"NAN",1003.279,0.013,0,"2020-11-14 16:30:30"
"2020-11-14 17:05:30",61992,-22.5,"NAN",1003.874,0.019,0,"2020-11-14 17:00:30"
"2020-11-14 17:35:30",61993,-21.67,"NAN",1004.016,0.028,0,"2020-11-14 17:30:30"
"2020-11-14 18:05:30",61994,-20.3,"NAN",1003.867,0.018,0,"2020-11-14 18:00:30"
"2020-11-14 18:35:30",61995,-22.03,"NAN",1003.853,0.007,0,"2020-11-14 18:30:30"
"2020-11-14 19:05:30",61996,-21.15,"NAN",1003.682,0.008,0,"2020-11-14 19:00:30"
"2020-11-14 19:35:30",61997,-20.98,91.4,1003.712,0.009,0,"2020-11-14 19:30:30"
"2020-11-14 20:05:30",61998,-20.79,86.4,1004.124,0.005,0,"2020-11-14 20:00:30"
"2020-11-14 20:35:30",61999,-20.47,79.78,1004.047,0.001,0,"2020-11-14 20:30:30"
"2020-11-14 21:05:30",62000,-20.48,"NAN",1003.818,0,0,"2020-11-14 21:00:30"
"2020-11-14 21:35:30",62001,-20.5,70.21,1003.86,0,0,"2020-11-14 21:30:30"
"2020-11-14 22:05:30",62002,-20.59,64.43,1003.623,0,0,"2020-11-14 22:00:30"
"2020-11-14 22:35:30",62003,-20.74,70.81,1003.47,0,0,"2020-11-14 22:30:30"
"2021-04-06 10:35:30",62004,17.38,19.28,999.4554,14.1,0,"2021-04-06 10:30:30"
"2022-10-01 09:35:30",79540,12.23,80.3,994.9695,244.3,0,"2022-10-01 09:30:30"
"2022-10-01 10:05:30",79541,13.13,76.48,994.6488,483.1,0,"2022-10-01 10:00:30"
"2022-10-01 10:35:30",79542,14.32,69.7,994.7219,551,0,"2022-10-01 10:30:30"
"2022-10-01 11:05:30",79543,14.8,63.55,994.6606,284.8,0,"2022-10-01 11:00:30"
"2022-10-01 11:35:30",79544,14.98,63.67,994.2453,275.6,0,"2022-10-01 11:30:30"
"2022-10-01 12:05:30",79545,15.33,61.76,993.9553,307.3,0,"2022-10-01 12:00:30"
"2022-10-01 12:35:30",79546,15.3,62.19,994.0127,362.9,0,"2022-10-01 12:30:30"
"2022-10-01 13:05:30",79547,15.55,58.29,993.8716,316.7,0,"2022-10-01 13:00:30"
"2022-10-01 13:35:30",79548,15.61,61.81,993.6724,265.1,0,"2022-10-01 13:30:30"
"2022-10-01 14:05:30",79549,15.77,59.82,993.3969,216.5,0,"2022-10-01 14:00:30"
"2022-10-01 14:35:30",79550,16.12,57.55,993.2593,787.5,0,"2022-10-01 14:30:30"
"2022-10-01 15:05:30",79551,16.81,58.12,993.196,587.1,0,"2022-10-01 15:00:30"
"2022-10-01 15:35:30",79552,17.41,52.11,993.1583,515.3,0,"2022-10-01 15:30:30"
"2022-10-01 16:05:30",79553,17.78,51.02,992.877,466.9,0,"2022-10-01 16:00:30"
"2022-10-01 16:35:30",79554,18.07,48.6,992.7809,403.8,0,"2022-10-01 16:30:30"
"2022-10-01 17:05:30",79555,18.43,52.97,992.5412,340.6,0,"2022-10-01 17:00:30"
"2022-10-01 17:35:30",79556,17.89,55.95,992.6494,102.9,0,"2022-10-01 17:30:30"
"2022-10-01 18:05:30",79557,17.42,63.98,992.7716,80.1,0,"2022-10-01 18:00:30"
"2022-10-01 18:35:30",79558,16.92,66.23,992.8453,20.54,0,"2022-10-01 18:30:30"
"2022-10-01 19:05:30",79559,16.18,68.12,992.9294,1.064,0,"2022-10-01 19:00:30"
"2022-10-01 19:35:30",79560,15.63,70.74,993.045,0,0,"2022-10-01 19:30:30"
"2022-10-01 20:05:30",79561,15.09,68.57,993.1047,0,0,"2022-10-01 20:00:30"
"2022-10-01 20:35:30",79562,14.65,68.12,993.1683,0,0,"2022-10-01 20:30:30"
"2022-10-01 21:05:30",79563,14.43,69.03,993.5062,0,0,"2022-10-01 21:00:30"
"2022-10-01 21:35:30",79564,14.36,70.05,993.7053,0,0,"2022-10-01 21:30:30"
"2022-10-01 22:05:30",79565,13.93,71.74,993.7272,0,0,"2022-10-01 22:00:30"
"2022-10-01 22:35:30",79566,13.63,73.39,993.7359,0,0,"2022-10-01 22:30:30"
"2022-10-01 23:05:30",79567,13.6,73.66,993.697,0,0,"2022-10-01 23:00:30"
"2022-10-01 23:35:30",79568,13.57,73.22,994.1461,0,0,"2022-10-01 23:30:30"
"2022-10-02 00:05:30",79569,13.48,70.98,994.2692,0,0,"2022-10-02 00:00:30"
"2022-10-02 00:35:30",79570,13.26,70.48,994.4211,0,0,"2022-10-02 00:30:30"
"2022-10-02 01:05:30",79571,12.89,73.2,994.3428,0,0,"2022-10-02 01:00:30"
"2022-10-02 01:35:30",79572,12.3,75.34,994.2042,0,0,"2022-10-02 01:30:30"
"2022-10-02 02:05:30",79573,12.07,78.82,994.3269,0,0,"2022-10-02 02:00:30"
"2022-10-02 02:35:30",79574,11.86,81.1,994.4116,0,0,"2022-10-02 02:30:30"
"2022-10-02 03:05:30",79575,11.7,83.2,994.4994,0,0,"2022-10-02 03:00:30"
